target_name,gene,description,KOG,remarks,Mountain,fL3s446,eL3s82,FC,fL3s364,eL3s125,FC.1,fL4s660,eL4s408,FC.2,fL4s1165,eL4s377,FC.3,fADs1711,eADs213,FC.4,fADs547,eADs598,FC.5,fL3m1612,eL3m951,FC.6,fL3m4134,eL3m1037,FC.7,fL4m1857,eL4m1318,FC.8,fL4m3713,eL4m3494,FC.9,fADm2498,eADm2449,FC.10,fADm2040,eADm2527,FC.11,fADm981,eADm599,FC.12,fADm631,eADm765,FC.13,Input,Suggested Match,History
Y48G9A.3,Y48G9A.3,,,sRNA_inconsistent_AND_mRNA_inconsistent,,23,10,0.49,17,10,0.62,40,3,6.47,116,0,39.34,77,2,32.29,47,1,26.12,39,62,0.38,122,37,0.82,61,46,0.94,145,106,1.28,63,110,0.57,67,92,0.9,10,12,0.52,8,20,0.52,Y48G9A.3,WBGene00021697,Sequence name for WBGene00021697(gcn-1). History: N.A.
Y49E10.19,ani-1,"ani-1 encodes one of three C. elegans anillins; ANI-1 activity is required in the early embryo for cortical contractile events, including polar body extrusion, membrane ruffling, and pseudocleavage; at later stages of development, ANI-1 also plays a role in cuticle formation, coordinated locomotion, vulval development, and male tail formation; in regulating cortical events, ANI-1 appears to function by positively regulating septin (UNC-59 and UNC-61) localization to the contractile ring as well as formation of septin- and NMY-2-containing cortical patches; in telophase embryos, ANI-1 localizes to the cell cortex and cleavage furrow. ",Actin binding protein Anillin ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 4,41,0,9.35,39,7,1.9,149,6,13.52,218,3,18.41,263,8,36.43,61,3,16.87,37,54,0.41,242,63,0.97,221,130,1.21,479,545,0.83,1093,1115,0.96,906,1105,1.01,327,243,0.83,238,410,0.7,Y49E10.19,WBGene00013038,Sequence name for WBGene00013038(ani-1). History: N.A.
Y49E10.6,his-72,his-72 encodes an H3 histone required for embryonic viability. ,Histones H3 and H4 ,sRNA_inconsistent_AND_mRNA_inconsistent,,26,6,0.86,28,2,3.67,63,7,5.05,161,6,7.78,96,2,40.16,20,0,22.86,11,50,0.14,139,48,0.73,38,66,0.42,135,83,1.52,180,368,0.48,137,341,0.5,63,82,0.48,64,81,0.96,Y49E10.6,WBGene00001946,Sequence name for WBGene00001946(his-72). History: N.A.
Y4C6B.1,Y4C6B.1,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,27,3,1.56,45,6,2.5,88,7,7.02,291,3,24.55,202,4,50.42,64,0,70.74,22,25,0.53,23,7,0.76,32,21,1.07,95,107,0.84,172,206,0.82,149,192,0.96,92,44,1.28,81,66,1.48,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
Y50E8A.4a,unc-61,"unc-61, by alternative splicing, encodes two septin isoforms required (like the septin UNC-59) for normal axonal migration, distal tip cell migration, and postembryonic cytokinesis (at the cellular level) and for normal locomotion and formation of the postembryonic vulva, somatic gonad, and male tail (at the organismal level); both UNC-61A/B and UNC-59 are dispensable for embryonic cytokinesis and development, but are thought to be required for all postembryonic cytokinesis; UNC-61A/B and UNC-59 depend on each other for localization to the cytokinetic furrow. ",,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 3,11,7,0.33,17,1,3.42,38,4,4.92,43,1,7.4,39,5,8.28,11,0,13.06,42,48,0.52,54,21,0.64,77,37,1.46,116,124,0.88,348,373,0.92,272,387,0.87,151,89,1.04,89,145,0.74,Y50E8A.4a,WBGene00006795,Molecule name for WBGene00006795(unc-61). History: N.A.
Y51H1A.4,ing-3,"ing-3 encodes a plant homeodomain-containing protein closely related to human ING3 (Inhibitor of Growth 3, <a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=607493"">OMIM:607493</a>), mutations in which have been associated with head and neck cancers; genetic analysis indicates that, in the germline, ING-3 functions with CEP-1/p53 to effect germ cell apoptosis in response to gamma irradiation; in addition, ING-3 activity also appears to be required for fully normal locomotion; ING-3 is widely expressed from embryogenesis through adulthood and co-localizes with chromatin in both germ cells and somatic tissues. ","Chromatin remodeling protein, contains PHD Zn-finger ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 2,19,11,0.37,24,0,9.49,52,3,8.36,86,3,7.31,140,5,29.19,31,2,11.61,73,0,44.07,101,23,1.08,106,36,2.06,107,202,0.5,314,411,0.75,253,411,0.76,108,96,0.69,66,154,0.52,Y51H1A.4,WBGene00013095,Sequence name for WBGene00013095(ing-3). History: N.A.
Y51H4A.3,rho-1,"rho-1 encodes a Rho GTPase; rho-1 activity is required for regulation of a number of actin filament-based processes including embryonic polarity, cell migration, cell shape changes, muscle contraction, and neurite outgrowth; in addition, RHO-1 is required for both DGK-1- and UNC-13-dependent and independent regulation of synaptic signaling at neuromuscular junctions; as RHO-1 binds DGK-1 in vitro, its regulation of DGK-1-mediated signaling may be direct; in vitro RHO-1 GTPase activity is enhanced by the RGA-3 and RGA-4 GAP proteins, consistent with genetic studies showing that, in the early embryo, RHO-1 activity is required for expression of the rga-3/4(RNAi) hypercontractibility phenotype; RHO-1 is ubiquitously expressed throughout development with notably high expression seen in head neurons and asymmetric expression seen in the anterior cortex of one-cell embryos. ","Ras-related small GTPase, Rho type ",sRNA_inconsistent_AND_mRNA_inconsistent,,22,5,0.85,35,11,1.14,53,8,3.79,197,1,33.29,152,7,23.75,62,1,34.28,411,156,1.56,1993,226,2.24,525,275,1.36,1239,826,1.41,552,558,0.97,434,602,0.89,224,135,1.02,143,227,0.76,Y51H4A.3,WBGene00004357,Sequence name for WBGene00004357(rho-1). History: N.A.
Y53C12A.2,glt-5,glt-5 encodes an ortholog of glutamate/aspartate and neutral amino acid transporters. ,Glutamate/aspartate and neutral amino acid transporters ,sRNA_UP in ego-1_AND_mRNA_inconsistent,Mountain 8,10,29,0.08,7,52,0.06,28,164,0.11,95,231,0.14,69,762,0.11,7,87,0.1,0,0,0.6,25,11,0.55,0,4,0.14,27,17,1.46,2,5,0.49,1,10,0.22,1,0,1.24,1,0,2.41,Y53C12A.2,WBGene00001623,Sequence name for WBGene00001623(glt-5). History: N.A.
Y53C12A.4,mop-25.2,"mop-25.2 encodes a Mo25 protein that inhibits DHC-1 in vivo; MOP-25.2 is orthologous to fission yeast Mo25p, budding yeast Hym1p, Aspergillus nidulans HymA, human CAB39, and human CAB39L; MOP-25.2 is paralogous to MOP-25.1 and (more distantly) MOP-25.3; mop-25.2(RNAi) suppresses the lethality of conditional dhc-1 mutations, as well as the spindle length and cytokinesis defects of dhc-1(or195), indicating that MOP-25.2 negatively regulates dynein; in early embryos, MOP-25.2 is associated with the midbody and spindle poles after cytokinesis; MOP-25.2 shares a redundant function with MOP-25.1 in fertility and embryonic viability; in mass RNAi assays, MOP-25.2 is required for normal locomotion, body coloration, speed, and body size. ",Conserved protein Mo25 ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,21,2,1.63,25,5,1.65,45,1,14.51,71,0,24.21,100,3,31.36,18,0,20.68,19,0,11.91,84,13,1.55,46,18,1.76,125,98,1.2,64,112,0.56,66,133,0.62,31,12,1.52,26,27,1.16,Y53C12A.4,WBGene00013140,Sequence name for WBGene00013140(mop-25.2). History: Renamed on 2007-03-09
Y53C12B.1,Y53C12B.1,,WD40-repeat-containing subunit of the 18S rRNA processing complex ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,47,0,10.68,48,2,6.2,57,6,5.23,133,4,9.01,157,16,11.54,69,4,15.24,59,0,35.73,83,76,0.28,93,73,0.91,205,222,0.87,131,251,0.51,98,275,0.44,57,69,0.51,50,45,1.34,Y53C12B.1,WBGene00013143,Public name for WBGene00013143. History: N.A.
Y53F4B.22,Y53F4B.22,,Actin and related proteins ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 1,20,0,4.67,19,2,2.53,83,4,10.6,66,4,4.51,112,4,28.07,29,0,32.65,67,102,0.39,385,69,1.41,181,96,1.34,291,354,0.77,258,348,0.73,179,358,0.62,96,65,0.91,64,100,0.78,Y53F4B.22,WBGene00013168,Sequence name for WBGene00013168(arp-1). History: N.A.
Y54E10A.3,Y54E10A.3,,Thioredoxin-like protein ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 20,12,4,0.58,7,3,0.76,19,0,12.62,88,3,7.48,66,0,83.21,14,0,16.33,35,2,7.15,90,34,0.66,57,41,0.98,143,118,1.14,92,192,0.47,77,166,0.58,28,44,0.4,39,27,1.72,Y54E10A.3,WBGene00021826,Sequence name for WBGene00021826(txl-1). History: N.A.
Y54E10A.6,Y54E10A.6,,Leucine rich repeat ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 2,22,11,0.43,23,11,0.76,47,3,7.57,95,3,8.07,104,7,16.3,31,6,4.98,11,3,1.79,55,24,0.57,41,29,1.0,109,65,1.57,80,86,0.91,81,99,1.01,19,13,0.88,30,7,4.68,Y54E10A.6,WBGene00021828,Public name for WBGene00021828. History: N.A.
Y54E2A.3,tac-1,"tac-1 encodes the sole C. elegans member of the transforming acidic coiled-coil (TACC) protein family whose members contain highly conserved C-terminal coiled-coil domains; during early embryogenesis, TAC-1 activity is essential for such microtubule-based processes as pronuclear migration and mitotic spindle elongation; TAC-1 interacts in vivo with, and mutually stabilizes, ZYG-9, a microtubule-associated protein (MAP) also required for pronuclear migration; TAC-1 also interacts with ZYG-8, a kinase domain-containing MAP required for proper spindle positioning during anaphase of the first embryonic cell division; TAC-1 is a core component of centrosomes, and also localizes to the meiotic spindle poles, the mitotic spindle, and the cytoplasm. ",,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,19,2,1.48,14,1,2.85,59,1,18.93,143,4,9.68,89,3,27.94,84,5,15.42,39,8,2.65,93,30,0.77,49,47,0.74,80,117,0.65,188,196,0.94,153,205,0.92,75,65,0.71,40,48,1.01,Y54E2A.3,WBGene00006381,Sequence name for WBGene00006381(tac-1). History: N.A.
Y54E2A.6,Y54E2A.6,,,sRNA_inconsistent_AND_mRNA_inconsistent,,68,1,7.68,44,21,0.78,101,15,4.02,243,10,7.46,408,23,21.16,201,14,14.66,113,16,3.99,286,72,1.0,229,107,1.52,294,429,0.65,312,306,1.0,259,297,1.08,90,84,0.66,64,105,0.74,Y54E2A.6,WBGene00013189,"Public name for Dead gene WBGene00013191. History of WBGene00013191: Merged into ""WBGene00013189"" on 2008-11-27"
Y54E5A.4,npp-4,,"Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116) ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 11,28,4,1.29,33,24,0.52,82,7,6.55,284,2,31.94,131,3,40.98,42,1,23.4,37,60,0.37,82,34,0.6,51,48,0.76,170,145,1.1,227,213,1.04,156,254,0.76,85,41,1.27,86,39,2.62,Y54E5A.4,WBGene00003790,Sequence name for WBGene00003790(npp-4). History: N.A.
Y54F10BM.2,iffb-1,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,50,0,11.35,61,7,2.94,70,9,4.48,77,0,26.23,119,5,24.84,64,3,17.69,977,488,1.19,1739,361,1.22,656,417,1.12,1291,1734,0.7,1511,1038,1.43,1213,1024,1.46,805,495,1.01,389,572,0.82,Y54F10BM.2,WBGene00021857,Sequence name for WBGene00021857(iffb-1). History: N.A.
Y54G2A.31,ubc-13,"ubc-13 encodes an E2 ubiquitin-conjugating enzyme; by homology, UBC-13 is predicted to function in the covalent attachment of ubiquitin molecules to protein substrates, via its association with an E3 ubiquitin-protein ligase; in large-scale RNAi screens, loss of ubc-13 activity resulted in embryonic lethality and reduced brood size. ",Ubiquitin-protein ligase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,28,2,2.15,27,2,3.54,35,0,22.72,87,4,5.92,88,7,13.82,28,1,15.78,56,13,2.42,307,40,1.91,75,43,1.23,154,101,1.43,117,171,0.67,106,190,0.69,66,38,1.06,51,52,1.18,Y54G2A.31,WBGene00006708,Sequence name for WBGene00006708(ubc-13). History: N.A.
Y54G9A.6,bub-3,,"Mitotic spindle checkpoint protein BUB3, WD repeat superfamily ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 11,24,8,0.62,17,1,3.42,51,3,8.2,116,4,7.87,188,3,58.68,40,1,22.31,29,14,1.19,218,31,1.74,63,51,0.88,206,180,1.08,483,410,1.15,368,437,1.04,237,79,1.84,146,169,1.04,Y54G9A.6,WBGene00013209,Sequence name for WBGene00013209(bub-3). History: N.A.
Y54H5A.3,tag-262,,RNA-binding proteins ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,13,0,3.12,11,0,4.56,41,4,5.3,54,2,6.16,50,0,63.34,12,0,14.15,31,55,0.34,151,33,1.14,112,42,1.87,191,117,1.53,290,303,0.94,263,301,1.08,176,45,2.38,94,101,1.12,Y54H5A.3,WBGene00021901,Sequence name for WBGene00021901(rbm-42). History: Renamed on 2017-12-07
Y55D9A.1b,efa-6,"efa-6 encodes a putative guanine nucleotide exchange factor that inhibits DHC-1 in vivo; EFA-6's human orthologs are the pleckstrin and Sec7 domain proteins PSD/TYL/cytohesin-1 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=602327"">OMIM:602327</a>), PSD2, PSD3, and PSD4; efa-6(RNAi) suppresses the lethality of conditional dhc-1 mutations, as well as the spindle length and cytokinesis defects of dhc-1(or195), indicating that EFA-6 negatively regulates dynein; EFA-6 is localized to nonpolarized cell cortex in oocytes and early one-cell zygotes, to anterior cell cortex in one-cell embryos after pseudocleavage, and to the interface of AB and P1 blastomeres, subsequently disappearing in four-cell embryos; EFA-6 has a central Sec7 domain predicted to activate guanine-nucleotide exchange in ARF1, and a C-terminal pleckstrin-homology domain predicted to activate the Sec7 domain when binding phosphatidylinositol. ",Guanine nucleotide exchange factor EFA6 ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,38,4,1.74,39,10,1.38,74,10,4.3,229,9,7.73,210,6,37.44,43,0,47.89,47,0,28.58,205,33,1.54,39,54,0.52,233,185,1.18,317,589,0.53,234,639,0.45,131,116,0.7,78,170,0.56,Y55D9A.1b,WBGene00013223,Molecule name for WBGene00013223(efa-6). History: N.A.
Y55F3AM.15,csn-4,csn-4 encodes a protein with similarity to human COP9 proteasome subunit 4. ,"COP9 signalosome, subunit CSN4 ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 2,23,7,0.67,29,6,1.63,38,6,3.52,137,6,6.63,111,4,27.82,35,2,13.06,22,0,13.7,106,23,1.14,35,23,1.07,121,72,1.57,161,192,0.82,119,181,0.82,62,39,0.97,54,39,1.66,Y55F3AM.15,WBGene00000816,Sequence name for WBGene00000816(csn-4). History: N.A.
Y55F3AR.3,cct-8,"cct-8 encodes a putative theta subunit of the eukaryotic cytosolic ('T complex') chaperonin, orthologous to human CCT8, ENSG00000020219, and CCT8L2/KCNMB3L; in mass RNAi assays, CCT-8 is required for transgene repression, distal tip cell migration, embryonic and larval viability, fertility, normal body coloration, locomotion, and vulval development, and normally rapid growth. ",,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 0,26,0,6.01,32,3,3.13,41,5,4.42,50,3,4.29,91,25,4.39,37,9,4.14,446,234,1.13,1360,247,1.4,466,303,1.1,645,792,0.77,793,792,0.98,589,867,0.84,275,148,1.15,272,213,1.54,Y55F3AR.3,WBGene00021934,Sequence name for WBGene00021934(cct-8). History: N.A.
Y56A3A.20,ccf-1,a homolog of subunit 7 of CCR4-NOT transcription complex from S. cerevisiae. ,mRNA deadenylase subunit ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,38,1,4.34,33,2,4.3,35,4,4.54,107,10,3.3,102,13,9.14,54,3,14.96,27,0,16.67,126,49,0.65,28,60,0.34,116,64,1.69,106,146,0.71,98,147,0.83,48,25,1.17,42,26,1.92,Y56A3A.20,WBGene00000369,Sequence name for WBGene00000369(ccf-1). History: N.A.
Y57A10A.18b,pqn-87,"The protein product of this gene is predicted to contain a glutamine/asparagine (Q/N)-rich ('prion') domain, by the algorithm of Michelitsch and Weissman (as of the WS77 release of WormBase, i.e., in wormpep77). ",Ubiquitin carboxyl-terminal hydrolase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,49,2,3.71,27,3,2.66,101,9,6.44,100,4,6.79,94,4,23.6,44,0,48.98,4473,2548,1.05,2834,701,1.03,2106,1003,1.5,1862,4143,0.42,3652,2738,1.31,3011,2829,1.32,1004,1294,0.48,510,1564,0.39,Y57A10A.18b,WBGene00004167,Molecule name for WBGene00004167(pqn-87). History: N.A.
Y57A10A.27,Y57A10A.27,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 0,47,6,1.53,26,2,3.42,71,3,11.36,117,4,7.94,145,4,36.27,75,6,11.82,44,31,0.84,150,41,0.92,68,30,1.59,120,183,0.62,140,95,1.44,118,116,1.26,31,23,0.82,26,38,0.84,Y57A10A.27,WBGene00013267,Public name for WBGene00013267. History: N.A.
Y57G11C.10b,gdi-1,"gdi-1 encodes a member of the Rab GDP dissociation inhibitor (GDI) family with high similarity to Drosophila Gdi; expressed around the pharyngeal, vulval, and tail regions. ",RAB proteins geranylgeranyltransferase component A (RAB escort protein) ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,29,0,6.68,38,5,2.47,73,7,5.84,57,3,4.88,118,5,24.63,64,10,6.43,381,177,1.28,934,301,0.79,372,387,0.69,845,924,0.86,608,676,0.88,521,719,0.9,132,128,0.64,151,128,1.42,Y57G11C.10b,WBGene00001558,Molecule name for WBGene00001558(gdi-1). History: N.A.
Y57G11C.11b,coq-3,"coq-3 encodes a putative 3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase, orthologous to S. cerevisiae COQ3; by orthology, COQ-3 is predicted to be in a complex with COQ-4 (and perhaps COQ-6), and to be required for two different steps of ubiquinone synthesis; COQ-3 is required for viability, ubiquinone (coenzyme Q9) biosynthesis and for normally short lifespan; coq-3 null mutations are lethal; coq-3(RNAi) animals have reduced levels of coenzyme Q9 and superoxide, and have abnormally long lifespans. ",Methyltransferases ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,20,0,4.67,13,3,1.33,57,3,9.15,168,5,9.47,84,7,13.2,15,0,17.41,1,0,1.19,29,5,1.27,2,2,0.71,22,20,1.03,9,20,0.47,6,14,0.58,6,0,4.33,4,2,2.01,Y57G11C.11b,WBGene00000763,Molecule name for WBGene00000763(coq-3). History: N.A.
Y57G11C.9a,Y57G11C.9,,Unnamed protein ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 5,16,5,0.63,9,9,0.38,36,6,3.34,110,5,6.22,72,1,45.33,21,0,23.94,249,102,1.45,619,106,1.48,230,123,1.33,458,506,0.85,1210,747,1.59,963,807,1.47,345,226,0.94,181,309,0.71,Y57G11C.9a,WBGene00013307,Molecule name for WBGene00013307(Y57G11C.9). History: N.A.
Y59A8B.6,Y59A8B.6,,HAT repeat protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 34,32,0,7.35,23,2,3.04,66,3,10.57,63,6,3.07,61,5,12.83,44,0,48.98,292,255,0.68,655,166,1.0,387,231,1.19,616,853,0.68,703,724,0.95,580,725,0.99,250,121,1.27,133,194,0.83,Y59A8B.6,WBGene00013343,Sequence name for WBGene00013343(prp-6). History: N.A.
Y60A3A.12,chk-2,"chk-2 encodes a member of the Cds1/Chk2 checkpoint kinase family, orthologous to human CHK2 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=604373"">OMIM:604373</a>, mutated in Li-Fraumeni syndrome), that affects pairing between homologous chromosomes during early meiotic prophase, and might function to couple premeiotic S phase with early prophase; CHK-2 is expressed in the germ line. ",Serine/threonine protein kinase Chk2 and related proteins ,sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,,130,8,3.24,90,27,1.23,211,16,7.87,428,7,18.03,337,3,104.94,147,0,161.08,0,0,0.6,3,4,0.2,22,23,0.68,23,116,0.19,47,113,0.41,29,111,0.33,5,13,0.27,9,19,0.6,Y60A3A.12,WBGene00000499,Sequence name for WBGene00000499(chk-2). History: N.A.
Y61A9LA.3b,Y61A9LA.3,,Unnamed protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 1,12,1,1.45,11,0,4.56,19,0,12.62,29,0,10.09,27,6,4.97,13,0,15.24,15,17,0.53,96,30,0.8,25,28,0.64,82,63,1.22,76,64,1.16,68,67,1.25,18,9,1.18,16,14,1.37,Y61A9LA.3b,WBGene00022015,Molecule name for WBGene00022015(Y61A9LA.3). History: N.A.
Y63D3A.5,tfg-1,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 5,26,8,0.67,18,6,1.03,126,14,5.34,181,11,5.1,161,13,14.37,84,6,13.22,466,243,1.14,475,126,0.96,156,197,0.57,147,392,0.35,205,208,0.97,162,193,1.04,28,35,0.5,37,59,0.76,Y63D3A.5,WBGene00006565,Sequence name for WBGene00006565(tfg-1). History: N.A.
Y63D3A.6b,dnj-29,This gene encodes a protein containing a DnaJ ('J') domain. ,"Molecular chaperone SEC63, endoplasmic reticulum translocon component ",sRNA_inconsistent_AND_mRNA_inconsistent,,23,0,5.34,22,2,2.91,38,5,4.1,65,4,4.44,89,6,15.97,23,2,8.71,812,881,0.55,2015,269,1.9,642,389,1.18,1052,1452,0.68,1468,828,1.74,1185,833,1.76,548,328,1.03,229,422,0.66,Y63D3A.6b,WBGene00001047,Molecule name for WBGene00001047(dnj-29). History: N.A.
Y65B4BL.2,deps-1,"deps-1 encodes an large (619-residue), unfamiliar P-granule-associated protein required for germline RNAi, PGL-1's localization in P granules, accumulation of GLH-1 and RDE-4 (along with glh-1 mRNA), germline proliferation and fertility at high temperatures, and embryonic viability at low temperatures; unless rescued by maternal DEPS-1, deps-1 mutants show temperature-sensitive sterility at 24+ deg. C., but remain fertile at 15-20 deg. C.; DEPS-1 upregulates 13 germline-expressed genes (including glh-1, rde-4, aco-2, cts-1, plk-3, and deps-1 itself), and downregulates 32 such genes (including dyf-3, klp-10, pvf-1, rnh-1.3, and ugt-64); DEPS-1 has a C-terminal serine-rich domain, and has orthologs in other Caenorhabditis species, but has no non-nematode orthologs. ",,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,47,0,10.68,39,1,7.6,122,3,19.41,166,1,28.08,135,3,42.23,13,0,15.24,1,0,1.19,23,18,0.32,64,38,1.19,149,123,1.14,525,466,1.1,416,479,1.07,223,84,1.63,184,115,1.92,Y65B4BL.2,WBGene00022034,Sequence name for WBGene00022034(deps-1). History: N.A.
Y65B4BR.4a,wwp-1,"wwp-1 encodes, by alternative splicing, two isoforms of a putative E3 ubiquitin ligase orthologous to budding yeast Rsp5, Drosophila SU(DX), and human WWP1 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=602307"">OMIM:602307</a>) and WWP2 (OMIM:602308); WWP-1 is required for proteolysis of the intracellular LIN-12 domain in primary ventral precursor cells, and for protection of germ cells against ionizing radiation or camptothecin, as well as for normal acetylcholine neurotransmission, axonal guidance and fasciculation, patterning of the ventral nerve cord, locomotion, fat content, and late embryonic morphogenesis; in UV-irradiated nondauer larvae, WWP-1 stimulates the proteolysis of AMA-1; although WWP-1's is normally blocked from fully activating AMA-1 proteolysis by XPA-1/RAD-3, it also cooperates with XPA-1/RAD-3 to protect worms from UV-irradiation; WWP-1 is expressed in many neurons (cholinergic and GABAergic motor neurons, head, tail, body, and nerve cords), in larval and adult pharynx, intestine, renal gland cells and rectal epithelium, and in adult vulval muscle, body wall muscle, and coelomocytes; WWP-1 contains an N-terminal C2 domain, four central WW repeats and a C-terminal HECT ubiquitin ligase domain; WWP-1 binds UBC-18 in yeast two-hybrid assays, but is not required for UBC-18's activity in pharyngeal development. ",Ubiquitin protein ligase RSP5/NEDD4 ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain ,63,0,14.24,63,6,3.47,130,21,3.76,207,19,3.5,366,45,9.91,51,4,11.32,267,81,1.95,543,174,0.79,238,210,0.81,621,927,0.63,666,828,0.79,478,820,0.72,204,149,0.85,132,240,0.67,Y65B4BR.4a,WBGene00007009,Molecule name for WBGene00007009(wwp-1). History: N.A.
