cosmid,gene,fL3mSUM,eL3mSUM,fL4mSUM,eL4mSUM,fADmSUM,eADmSUM,description,KOG,Mountain,fL4s660,eL4s408,FC,fL4s1165,eL4s377,FC.1,fADs1711,eADs2131,FC.2,fADs226,eADs271,FC.3,fADs547,eADs598,FC.4,fL4m1857,eL4m1318,FC.5,fL4m3713,eL4m3494,FC.6,fADm2498,eADm2449,FC.7,fADm2040,eADm2527,FC.8,fADm981,eADm599,FC.9,fADm631,eADm765,FC.10,Input,Suggested Match,History
Y65B4BR.4a,wwp-1,810,255,859,1137,1480,2037,"wwp-1 encodes, by alternative splicing, two isoforms of a putative E3 ubiquitin ligase orthologous to budding yeast Rsp5, Drosophila SU(DX), and human WWP1 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=602307"">OMIM:602307</a>) and WWP2 (OMIM:602308); WWP-1 is required for proteolysis of the intracellular LIN-12 domain in primary ventral precursor cells, and for protection of germ cells against ionizing radiation or camptothecin, as well as for normal acetylcholine neurotransmission, axonal guidance and fasciculation, patterning of the ventral nerve cord, locomotion, fat content, and late embryonic morphogenesis; in UV-irradiated nondauer larvae, WWP-1 stimulates the proteolysis of AMA-1; although WWP-1's is normally blocked from fully activating AMA-1 proteolysis by XPA-1/RAD-3, it also cooperates with XPA-1/RAD-3 to protect worms from UV-irradiation; WWP-1 is expressed in many neurons (cholinergic and GABAergic motor neurons, head, tail, body, and nerve cords), in larval and adult pharynx, intestine, renal gland cells and rectal epithelium, and in adult vulval muscle, body wall muscle, and coelomocytes; WWP-1 contains an N-terminal C2 domain, four central WW repeats and a C-terminal HECT ubiquitin ligase domain; WWP-1 binds UBC-18 in yeast two-hybrid assays, but is not required for UBC-18's activity in pharyngeal development. ",Ubiquitin protein ligase RSP5/NEDD4 ,Mountain ,130,21,3.76,207,19,3.5,366,45,9.91,179,24,8.51,51,4,11.32,238,210,0.81,621,927,0.63,666,828,0.79,478,820,0.72,204,149,0.85,132,240,0.67,Y65B4BR.4a,WBGene00007009,Molecule name for WBGene00007009(wwp-1). History: N.A.
Y48G1A.5,xpo-2,198,128,346,369,1841,1535,"imb-5 encodes an importin-beta-like protein orthologous to mammalian CAS proteins (cellular apoptosis susceptibility) and Saccharomyces cerevisiae CSE1 (chromosome segregation 1); IMB-5 is predicted to function in nuclear transport of proteins required for mitotic progression or apoptosis as well as in re-export of importin-alpha, a nuclear import protein; in C. elegans, IMB-5 is essential for embryogenesis and required for normal pronuclear envelope dynamics, and may also play a role in vulval morphogenesis. ",Nuclear export receptor CSE1/CAS (importin beta superfamily) ,Mountain 5,65,9,4.17,119,12,3.1,240,18,15.75,23,4,5.67,50,10,5.05,163,82,1.41,183,287,0.6,807,616,1.28,667,599,1.38,212,169,0.77,155,151,1.24,Y48G1A.5,WBGene00002079,Sequence name for WBGene00002079(xpo-2). History: Renamed on 2008-01-30
Y106G6H.6,Y106G6H.6,116,37,120,108,923,938,,,Mountain 7,45,0,29.03,85,0,28.92,58,0,73.28,20,1,12.41,19,2,7.26,31,25,0.88,89,83,1.01,368,385,0.94,313,412,0.94,161,52,1.89,81,89,1.1,Y106G6H.6,WBGene00013719,Public name for WBGene00013719. History: N.A.
Y108G3AL.7,Y108G3AL.7,581,207,536,761,4539,3652,,,Mountain ,26,1,8.52,37,1,6.39,88,7,13.82,15,1,9.45,42,0,46.8,228,101,1.6,308,660,0.44,2192,1322,1.63,1687,1320,1.58,398,434,0.57,262,576,0.55,Y108G3AL.7,WBGene00044689,Sequence name for WBGene00044689(arid-1). History: N.A.
Y111B2A.1,Y111B2A.1,22,15,105,159,131,365,,LAMMER dual specificity kinases ,Mountain 5,108,6,9.83,170,4,11.5,106,7,16.61,33,4,8.03,80,3,22.04,51,34,1.06,54,125,0.41,53,141,0.37,37,142,0.33,21,28,0.47,20,54,0.46,Y111B2A.1,WBGene00013727,Public name for WBGene00013727. History: N.A.
Y119D3B.11,Y119D3B.11,28,15,77,72,473,397,,,Mountain 7,40,6,3.7,152,2,17.15,62,6,11.18,64,1,38.4,29,0,32.65,21,17,0.87,56,55,0.96,200,155,1.26,159,172,1.14,59,35,1.03,55,35,1.88,Y119D3B.11,WBGene00022488,Sequence name for WBGene00022488(orc-3). History: N.A.
Y14H12B.1b,Y14H12B.1,201,23,279,222,1596,802,,,Mountain 7,28,2,6.1,38,1,6.56,76,0,95.63,11,0,14.18,13,0,15.24,102,52,1.39,177,170,0.98,700,325,2.11,505,280,2.23,266,100,1.63,125,97,1.55,Y14H12B.1b,WBGene00021191,Molecule name for WBGene00021191(Y14H12B.1). History: N.A.
Y14H12B.2,Y14H12B.2,36,21,128,250,576,1316,,Uncharacterized protein ,Mountain 7,235,16,8.76,407,8,15.24,554,1,344.64,81,1,48.44,137,0,150.19,28,59,0.34,100,191,0.5,243,563,0.42,205,572,0.44,79,104,0.47,49,77,0.77,Y14H12B.2,WBGene00021192,Public name for WBGene00021192. History: N.A.
Y17G7B.21,Y17G7B.21,521,125,486,381,1682,874,,,,98,2,20.83,221,1,37.32,115,5,24.01,141,26,6.21,53,0,58.77,289,57,3.57,197,324,0.57,761,324,2.3,570,307,2.29,247,89,1.7,104,154,0.82,Y17G7B.21,WBGene00012472,Public name for WBGene00012472. History: N.A.
Y18D10A.1,Y18D10A.1,214,211,481,747,1020,1544,,,Mountain 5,107,18,3.59,220,13,5.31,321,45,8.69,42,2,16.93,72,15,4.97,148,130,0.81,333,617,0.51,414,566,0.72,384,626,0.76,133,162,0.51,89,190,0.57,Y18D10A.1,WBGene00012474,Sequence name for WBGene00012474(attf-6). History: N.A.
Y32B12B.2,Y32B12B.2,436,349,504,672,2511,1898,,,Mountain 11,52,6,4.78,55,4,3.77,88,3,27.63,16,0,20.08,32,0,35.92,282,101,1.98,222,571,0.37,1074,498,2.11,818,477,2.12,407,386,0.65,212,537,0.48,Y32B12B.2,WBGene00012522,Public name for WBGene00012522. History: N.A.
Y32H12A.5,Y32H12A.5,93,55,210,144,217,603,,"Predicted membrane proteins, contain hemolysin III domain ",Mountain 5,27,0,17.67,51,3,4.37,36,2,15.32,12,0,15.36,29,0,32.65,47,27,1.22,163,117,1.31,90,266,0.33,54,258,0.26,41,37,0.68,32,42,0.93,Y32H12A.5,WBGene00021313,Sequence name for WBGene00021313(paqr-2). History: Renamed on 2015-08-03
Y34D9A.1,Y34D9A.1,226,69,237,199,323,277,,Phosphatidylethanolamine binding protein , ,28,2,6.1,53,0,18.16,52,2,21.94,14,0,17.72,19,2,7.26,39,48,0.58,198,151,1.23,138,132,1.02,99,99,1.24,46,8,3.23,40,38,1.27,Y34D9A.1,WBGene00021327,Sequence name for WBGene00021327(mrpl-38). History: N.A.
Y41E3.11,Y41E3.11,740,304,752,852,1975,1398,,"Scaffold/matrix specific factor hnRNP-U/SAF-A, contains SPRY domain ",Mountain 5,55,7,4.42,100,6,4.85,175,9,21.86,20,2,8.27,53,9,5.88,310,180,1.23,442,672,0.62,858,446,1.88,639,535,1.48,297,182,1.01,181,235,0.93,Y41E3.11,WBGene00012769,Sequence name for WBGene00012769(hrpu-1). History: N.A.
Y42G9A.4b,Y42G9A.4,554,120,495,350,361,824,"mvk-1 encodes an ortholog of the human gene MEVALONATE KINASE (MVK), which when mutated leads to mevalonicaciduria (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=251170"">OMIM:251170</a>). ",Mevalonate kinase MVK/ERG12 ,Mountain 5,65,5,6.94,163,4,11.03,113,4,28.32,28,5,5.71,46,0,51.15,85,106,0.57,410,244,1.58,152,351,0.43,118,315,0.47,42,76,0.35,49,82,0.73,Y42G9A.4b,WBGene00021534,Molecule name for WBGene00021534(mvk-1). History: N.A.
Y45G5AM.2,Y45G5AM.2,27,9,139,246,469,1355,,Xaa-Pro aminopeptidase ,,237,12,11.55,396,6,19.07,497,6,88.36,83,6,14.18,234,2,85.25,31,48,0.47,108,198,0.52,202,568,0.35,178,597,0.37,42,78,0.34,47,112,0.51,Y45G5AM.2,WBGene00021555,Sequence name for WBGene00021555(pid-5). History: N.A.
Y46E12BL.2,Y46E12BL.2,1263,861,829,936,1418,768,,Uncharacterized conserved protein ,,138,15,5.48,282,10,8.65,253,26,11.68,28,7,4.28,97,16,6.27,440,178,1.76,389,758,0.48,538,282,1.87,487,243,2.47,276,124,1.37,117,119,1.19,Y46E12BL.2,WBGene00021595,Public name for WBGene00021595. History: N.A.
Y47D3A.29,Y47D3A.29,530,262,1033,854,2880,2605,"Y47D3A.29 encodes the catalytic subunit of DNA polymerase alpha; large-scale RNAi screens indicate that Y47D3A.29 activity is essential for embryogenesis and required specifically for normal pronuclear migration, as well as normal nuclear position and cell division timing in early blastomeres. ","DNA polymerase alpha, catalytic subunit ",Mountain 5,99,6,9.02,139,5,7.85,151,9,18.88,61,1,36.62,47,7,6.53,496,188,1.88,537,666,0.76,1402,1062,1.29,1051,1006,1.29,238,209,0.7,189,328,0.7,Y47D3A.29,WBGene00012936,Sequence name for WBGene00012936(pola-1). History: N.A.
Y48A6B.6a,Y48A6B.6,30,1,4,6,10,6,,Voltage-gated K+ channel KCNB/KCNC ,Mountain 0,105,438,0.15,192,496,0.13,285,3469,0.1,15,104,0.18,189,1364,0.15,0,3,0.18,4,3,1.18,4,0,4.9,4,2,2.06,1,1,0.62,1,3,0.6,Y48A6B.6a,WBGene00012967,Molecule name for WBGene00012967(kvs-4). History: N.A.
Y48E1B.5,Y48E1B.5,167,49,151,95,113,190,,,Mountain 13,25,2,5.47,41,1,7.06,91,2,38.09,17,0,21.27,24,3,6.8,21,35,0.44,130,60,2.02,53,94,0.56,38,68,0.7,7,12,0.38,15,16,1.14,Y48E1B.5,WBGene00013004,Sequence name for WBGene00013004(mrpl-37). History: N.A.
Y48G10A.2,Y48G10A.2,64,19,75,136,401,424,,Unnamed protein ,Mountain 0,126,5,13.36,159,3,13.45,77,2,32.29,30,1,18.31,55,0,60.95,8,23,0.27,67,113,0.56,171,160,1.05,121,169,0.89,57,38,0.92,52,57,1.1,Y48G10A.2,WBGene00013019,Public name for WBGene00013019. History: N.A.
Y48G1C.7,Y48G1C.7,205,39,331,297,824,581,,Unnamed protein ,,93,1,29.66,129,7,5.46,114,2,47.61,12,0,15.36,39,0,43.53,97,49,1.4,234,248,0.89,357,240,1.46,266,261,1.26,124,22,3.36,77,58,1.6,Y48G1C.7,WBGene00021681,"Public name for Dead gene WBGene00021680. History of WBGene00021680: Merged into ""WBGene00021681"" on 2010-11-23"
Y48G9A.3,Y48G9A.3,161,99,206,152,148,234,,,,40,3,6.47,116,0,39.34,77,2,32.29,36,7,5.46,47,1,26.12,61,46,0.94,145,106,1.28,63,110,0.57,67,92,0.9,10,12,0.52,8,20,0.52,Y48G9A.3,WBGene00021697,Sequence name for WBGene00021697(gcn-1). History: N.A.
Y4C6B.1,Y4C6B.1,45,32,127,128,494,508,,,Mountain 11,88,7,7.02,291,3,24.55,202,4,50.42,79,6,13.5,64,0,70.74,32,21,1.07,95,107,0.84,172,206,0.82,149,192,0.96,92,44,1.28,81,66,1.48,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
Y54E2A.6,Y54E2A.6,399,88,523,536,725,792,,,,101,15,4.02,243,10,7.46,408,23,21.16,101,6,17.22,201,14,14.66,229,107,1.52,294,429,0.65,312,306,1.0,259,297,1.08,90,84,0.66,64,105,0.74,Y54E2A.6,WBGene00013189,"Public name for Dead gene WBGene00013191. History of WBGene00013191: Merged into ""WBGene00013189"" on 2008-11-27"
Y66H1B.2b,Y66H1B.2,1818,881,3739,2242,1957,2313,"fln-1 encodes a protein orthologous to human filamin A, alpha (FLNA; <a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=300017"">OMIM:300017</a>), an actin-binding protein which when mutated leads to disease. ","Actin-binding cytoskeleton protein, filamin ",Mountain 1,95,6,8.65,203,4,13.72,247,3,77.0,24,0,29.54,54,0,59.86,1733,821,1.5,2006,1421,1.33,803,927,0.85,646,982,0.81,308,165,1.15,200,239,1.01,Y66H1B.2b,WBGene00022048,Molecule name for WBGene00022048(fln-1). History: N.A.
Y71G12B.8,Y71G12B.8,708,407,776,1018,1591,1542,"Y71G12B.8 encodes a putative DEAD-box helicase, orthologous to human DDX27 and Drosophila Rs1, that is required for larval development and normally rapid growth. ",,Mountain 14,86,11,4.58,98,3,8.32,204,9,25.46,72,17,4.79,71,7,9.8,265,136,1.38,511,882,0.55,626,530,1.16,494,562,1.09,329,219,0.93,142,231,0.74,Y71G12B.8,WBGene00022148,Sequence name for WBGene00022148(ddx-27). History: Renamed on 2015-02-09
Y71H2AM.19,Y71H2AM.19,824,361,678,677,907,1088,,,,41,1,13.25,51,2,5.83,38,5,8.07,16,2,6.69,28,0,31.56,304,135,1.6,374,542,0.65,390,417,0.92,304,423,0.89,119,140,0.53,94,108,1.05,Y71H2AM.19,WBGene00002244,"Sequence name for WBGene00002244(laf-1). History: N.A.. Public name for Dead gene WBGene00022184. History of WBGene00022184: Merged into ""WBGene00002244"" on 2009-05-07"
Y77E11A.7a,Y77E11A.7,308,109,212,192,1179,948,,,Mountain 5,32,2,6.94,65,5,3.7,121,5,25.25,26,5,5.32,29,0,32.65,72,45,1.13,140,147,0.9,507,358,1.39,429,345,1.54,149,118,0.78,94,127,0.9,Y77E11A.7a,WBGene00022310,Molecule name for WBGene00022310(Y77E11A.7). History: N.A.
Y81G3A.3,Y81G3A.3,207,112,364,374,980,1443,,eIF-2alpha kinase GCN2 ,Mountain 5,184,24,4.67,388,19,6.54,1086,32,40.91,162,9,19.26,143,4,31.34,160,88,1.29,204,286,0.67,436,547,0.78,378,497,0.94,90,176,0.32,76,223,0.41,Y81G3A.3,WBGene00013591,Sequence name for WBGene00013591(gcn-2). History: N.A.
Y87G2A.1,Y87G2A.1,407,94,387,153,935,407,,,Mountain 11,48,2,10.31,142,3,12.02,89,8,12.42,19,0,23.63,29,8,3.63,205,52,2.77,182,101,1.69,434,165,2.57,286,162,2.18,148,28,3.18,67,52,1.55,Y87G2A.1,WBGene00013593,Public name for WBGene00013593. History: N.A.
M03D4.1a,zen-4,82,28,159,192,1331,1958,"zen-4 encodes a kinesin-like protein that is a member of the kinesin-6 subfamily of plus-end-directed microtubule motors; loss-of-function mutations and RNAi experiments indicate that ZEN-4 is required for polar body extrusion after meiotic divisions, for completion of cytokinesis after mitosis, and for formation and/or maintenance of spindle midzone microtubules; in addition, zen-4 functions together with cyk-1 to regulate pronuclear migration; during mitosis, ZEN-4 is detected at the spindle midzone where it co-localizes with spindle microtubules, and ZEN-4 persists at the midbody remnant once cell division is complete; ZEN-4 is also occasionally seen at centrosomes in interphase cells; initial localization of ZEN-4 to the spindle midzone requires activity of the Aurora-related kinase AIR-2 which physically interacts with ZEN-4 in vitro. ",Kinesin-like protein ,Mountain 11,159,8,11.22,311,9,10.49,257,3,80.11,22,2,9.06,85,8,10.4,41,44,0.67,118,148,0.75,582,725,0.79,486,760,0.79,153,175,0.54,110,298,0.45,M03D4.1a,WBGene00006974,Molecule name for WBGene00006974(zen-4). History: N.A.
T24C4.6a,zer-1,870,231,940,696,1161,1245,"zer-1 encodes a protein that contains a VHL (von Hippel-Lindau)-box motif and is a member of the ZYG11 family of ubiquitin ligase substrate recognition subunits; ZER-1 interacts with the CUL-2 cullin in vivo and modestly enhances the lethality produced by a temperature-sensitive allele of zyg-11; in yeast two-hybrid assays, ZER-1 interacts with CUL-2 and additionally with SKR-1 and ELC-1. ", ,Mountain 30,47,4,6.06,109,4,7.4,102,10,11.63,41,3,12.41,52,8,6.41,293,223,0.94,647,473,1.29,390,437,0.88,335,504,0.82,260,121,1.32,176,183,1.16,T24C4.6a,WBGene00020762,Molecule name for WBGene00020762(zer-1). History: N.A.
T07G12.11,zim-3,42,23,253,201,789,1093,"zim-3 encodes a protein with two C-terminal noncanonical C2H2 zinc-fingers whose paralogs include HIM-8, ZIM-1/-2, and C02F5.12; ZIM-3 is specifically required for homolog pairing, synapsis, and segregation of chromosomes I and IV during meiosis; zim-3(tm2303) oocytes ending prophase have ~4 bivalents and ~4 univalents, the latter of which are consistently chromosomes I and IV; ZIM-3 associates with the right end of chromosome I and the left end of chromosome IV, which may indicate an association with their pairing centers; while the C-terminal region of ZIM-3 most closely resembles those of its orthologs in other Caenorhabditis species, its N-terminal region instead most closely resembles those of its paralogs in C. elegans, indicating coevolving, species-specific functions; ZIM-3 foci, like HIM-8 foci, associate with the nuclear envelope during meiotic prophase; zim-3 mutants also have some defective segregation of the X chromosome (yielding a Him phenotype), but this may be an indirect effect of autosomal asynapsis. ",Unnamed protein ,Mountain 2,43,2,9.26,40,0,13.79,66,1,41.61,31,6,5.4,23,0,26.12,78,45,1.22,175,156,1.06,349,454,0.75,270,456,0.73,97,78,0.77,73,105,0.84,T07G12.11,WBGene00011601,Sequence name for WBGene00011601(zim-3). History: N.A.
ZK1010.2,ZK1010.2,113,44,152,75,260,293,,Uncharacterized conserved protein ,Mountain 2,80,0,51.12,111,0,37.66,108,1,67.69,10,0,13.0,49,10,4.95,18,20,0.65,134,55,2.27,105,139,0.74,76,122,0.77,35,15,1.39,44,17,3.02,ZK1010.2,WBGene00014176,Public name for WBGene00014176. History: N.A.
ZK1251.9,ZK1251.9,512,220,569,583,1449,1052,,HIV-1 Vpr-binding protein ,Mountain 15,115,13,5.23,362,15,7.63,268,13,23.86,15,0,18.9,73,3,20.13,185,131,1.0,384,452,0.8,503,360,1.37,412,385,1.32,363,157,1.42,171,150,1.37,ZK1251.9,WBGene00014243,Sequence name for WBGene00014243(dcaf-1). History: N.A.
ZK355.2a,ZK355.2,9,13,30,26,35,50,,,Mountain 5,89,294,0.19,208,278,0.25,316,3680,0.11,64,339,0.23,159,1849,0.09,8,12,0.49,22,14,1.44,12,19,0.64,11,18,0.78,7,5,0.82,5,8,0.8,ZK355.2a,WBGene00022712,Molecule name for WBGene00022712(ZK355.2). History: N.A.
ZK430.1,ZK430.1,610,425,816,953,1044,954,,Uncharacterized conserved protein ,Mountain 5,338,17,11.89,379,9,12.78,382,16,27.98,102,4,24.34,126,6,19.75,309,243,0.91,507,710,0.67,421,354,1.17,359,383,1.16,150,85,1.09,114,132,1.04,ZK430.1,WBGene00022739,Sequence name for WBGene00022739(toe-1). History: N.A.
ZK616.4,ZK616.4,237,69,356,351,827,1094,,Actin-related protein - Arp4p/Act3p ,,103,5,10.94,171,2,19.28,282,1,175.74,34,1,20.68,111,3,30.47,73,49,1.06,283,302,0.88,325,426,0.75,242,438,0.68,156,97,0.99,104,133,0.95,ZK616.4,WBGene00022774,Sequence name for WBGene00022774(swsn-6). History: Renamed on 2011-02-11
ZK686.3,ZK686.3,222,85,409,206,277,524,"ZK686.3 is orthologous to the putative tumor suppressor N33 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=601385"">OMIM:601385</a>, associated with homozygous deletion in metastatic prostate cancer and with loss of function in other tumors); ZK686.3 is also homologous to the S. cerevisiae dolichyl-diphosphooligosaccharide-protein glycotransferase gamma chain (34-kD) subunit, OST3. ","Oligosaccharyltransferase, gamma subunit ",Mountain 2,35,3,5.68,74,4,5.04,71,8,9.94,10,0,13.0,30,0,33.74,72,96,0.54,337,110,2.87,126,214,0.58,89,226,0.49,30,55,0.34,32,29,1.33,ZK686.3,WBGene00022793,Public name for WBGene00022793. History: N.A.
ZK688.5b,ZK688.5,216,92,367,163,477,460,,"Ubiquitin-like protein, regulator of apoptosis ",Mountain 5,64,7,5.13,99,10,3.06,190,20,11.3,21,0,25.99,69,0,76.19,89,65,0.97,278,98,2.65,186,197,0.93,168,205,1.01,70,21,2.0,53,37,1.71,ZK688.5b,WBGene00022800,Molecule name for WBGene00022800(ZK688.5). History: N.A.
ZK757.4c,ZK757.4,38,12,88,77,78,196,,Predicted DHHC-type Zn-finger protein ,,46,7,3.71,72,6,3.51,114,3,35.71,17,0,21.27,62,1,34.28,8,13,0.46,80,64,1.17,27,91,0.3,24,82,0.37,13,5,1.44,14,18,0.95,ZK757.4c,WBGene00014075,Molecule name for WBGene00014075(dhhc-4). History: N.A.
ZK856.12,ZK856.12,4,13,182,111,347,693,,,Mountain 7,85,4,10.85,262,3,22.11,243,13,21.65,29,5,5.91,76,5,13.97,10,29,0.26,172,82,1.96,142,303,0.46,117,319,0.46,56,24,1.41,32,47,0.83,ZK856.12,WBGene00014113,Sequence name for WBGene00014113(hpo-40). History: N.A.
ZK856.5,ZK856.5,23,5,61,5,15,16,,,Mountain 9,92,8,6.52,146,12,3.8,400,2,166.01,45,4,10.87,75,0,82.72,5,1,2.14,56,4,10.73,10,4,2.16,5,9,0.74,0,1,0.31,0,2,0.4,ZK856.5,WBGene00014106,"Public name for WBGene00014106. History: Split into ZK856.18(WBGene00194912). History of WBGene00014106: Split into ""WBGene00194912"" on 2010-01-20"
ZK930.1,ZK930.1,282,51,360,310,694,1809,,Protein kinase containing WD40 repeats ,Mountain 4,224,19,7.1,448,18,7.95,655,12,62.67,78,6,13.33,262,6,40.89,114,70,1.16,246,240,0.96,298,708,0.41,244,734,0.41,91,142,0.4,61,225,0.33,ZK930.1,WBGene00014151,Sequence name for WBGene00014151(vps-15). History: N.A.
ZK973.2,ZK973.2,271,112,557,547,1775,1809,,Unnamed protein ,Mountain 11,55,10,3.21,155,4,10.49,103,9,12.92,35,6,6.08,35,3,9.8,149,92,1.15,408,455,0.84,722,662,1.07,596,764,0.96,313,155,1.24,144,228,0.76,ZK973.2,WBGene00022831,Sequence name for WBGene00022831(cec-10). History: N.A.
ZC395.8,ztf-8,139,42,330,204,798,999,,,Mountain 15,140,22,3.87,233,14,5.25,191,35,6.62,57,3,17.13,87,18,5.04,77,49,1.11,253,155,1.53,295,422,0.69,238,451,0.65,178,50,2.17,87,76,1.38,ZC395.8,WBGene00022598,Sequence name for WBGene00022598(ztf-8). History: N.A.
Y39G10AR.2,zwl-1,62,22,164,202,951,1111,,Uncharacterized conserved protein ,,76,4,9.72,136,0,46.07,101,0,126.68,23,0,28.35,44,0,48.98,47,49,0.68,117,153,0.72,431,451,0.94,332,468,0.88,92,97,0.59,96,95,1.22,Y39G10AR.2,WBGene00021460,Sequence name for WBGene00021460(zwl-1). History: N.A.
F59E12.2,zyg-1,124,90,188,161,560,481,zyg-1 encodes a homolog of polo-like and calcium-dependent kinases that is required for daughter centriole formation; ZYG-1 localizes transiently to centrosomes and acts at least one cell cycle prior to each spindle assembly event; ZYG-1 activity is required for proper localization of the SAS-5 and SAS-6 coiled-coil proteins that are also required for centriole duplication. ,"Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily ",Mountain 35,79,9,5.05,197,7,8.32,198,2,82.38,63,4,15.12,32,0,35.92,44,28,1.11,144,133,1.02,238,193,1.21,180,191,1.17,94,40,1.43,48,57,1.02,F59E12.2,WBGene00006988,Sequence name for WBGene00006988(zyg-1). History: N.A.
ZK546.1c,zyg-12,409,77,594,640,2009,2907,"zyg-12 encodes three coiled-coil domain-containing proteins that belong to the Hook protein family, members of which likely act as linker proteins that connect membrane compartments with the microtubule cytoskeleton; during embryonic development, zyg-12 activity is essential and is required continuously for nuclear-centrosome attachment and proper nuclear positioning within cells; in addition, zyg-12 is required after fertilization for proper pronuclear migration; two predicted transmembrane isoforms of ZYG-12 localize to the nuclear envelope and to centrosomes, while a third ZYG-12 isoform lacking a transmembrane domain localizes only to centrosomes; ZYG-12 nuclear envelope localization is seen in the syncytial gonad, oocytes, and early embryonic nuclei and requires SUN-1 function; in turn, ZYG-12 is required for nuclear envelope localization of DHC-1/dynein heavy chain, LIS-1, and ARP-1; ZYG-12 localization to centrosomes requires microtubules; in yeast two-hybrid assays, ZYG-12 interacts with itself and with the DLI-1/dynein light intermediate chain. ",,Mountain ,78,7,6.23,173,1,29.25,171,5,35.6,10,0,13.0,44,2,16.33,178,100,1.26,416,540,0.73,829,1032,0.79,699,1080,0.8,307,357,0.53,174,438,0.48,ZK546.1c,WBGene00006997,Molecule name for WBGene00006997(zyg-12). History: N.A.
