# Table S3. Peptide counts for proteins identified by MudPIT analyses of GFP IP from N2 and gfp::rde-8 lysates. Related to Figure 3
Accession,Peptide counts in N2,Peptide counts in GFP::RDE-8(+),Description,Input,Suggested Match,History
Y57G11C.16,3.0,2.0,CE14956 WBGene00004487 locus:rps-18 ribosomal protein S13 status:Confirmed TR:O18240 protein_id:CAB16517.1,Y57G11C.16,WBGene00004487,Sequence name for WBGene00004487(rps-18). History: N.A.
K05G3.3,3.0,2.0,CE04755 WBGene00000281 locus:cah-3 carbonic anhydrase status:Confirmed SW:Q27504 protein_id:AAB52498.1,K05G3.3,WBGene00000281,Sequence name for WBGene00000281(cah-3). History: N.A.
K12C11.1,3.0,2.0,CE26819 WBGene00019673 status:Confirmed TR:O44995 protein_id:AAK18972.1,K12C11.1,WBGene00019673,Public name for WBGene00019673. History: N.A.
Y76A2B.1,6.0,4.0,"CE19273 WBGene00004075 locus:pod-1 WD domain, G-beta repeat (3 domains) status:Confirmed TR:Q9XTG9 protein_id:CAA21748.1",Y76A2B.1,WBGene00004075,Sequence name for WBGene00004075(pod-1). History: N.A.
F09F7.4a,29.0,19.0,CE00689 WBGene00017301 Enoyl-CoA hydratase status:Confirmed TR:Q19278 protein_id:AAA50696.1,F09F7.4a,WBGene00017301,Molecule name for WBGene00017301(hach-1). History: N.A.
F42A10.5,20.0,13.0,CE01296 WBGene00018341 status:Confirmed TR:Q20310 protein_id:AAA19076.1,F42A10.5,WBGene00018341,Public name for WBGene00018341. History: N.A.
F27D4.1,48.0,31.0,CE24926 WBGene00009187 electron transfer flavoprotein alpha-subunit status:Confirmed SW:Q93615 protein_id:CAB61027.1,F27D4.1,WBGene00009187,Public name for WBGene00009187. History: N.A.
F02A9.3,50.0,32.0,CE00134 WBGene00001386 locus:far-2 status:Confirmed SW:P34383 protein_id:CAA79617.1,F02A9.3,WBGene00001386,Sequence name for WBGene00001386(far-2). History: N.A.
C29E4.8,25.0,16.0,CE29198 WBGene00016205 Adenylate kinase status:Confirmed SW:P34346 protein_id:AAA27957.3,C29E4.8,WBGene00002879,"Sequence name for WBGene00002879(let-754). History: N.A.. Public name for Dead gene WBGene00016205. History of WBGene00016205: Merged into ""WBGene00002879"" on 2008-01-30"
M01E11.5,19.0,12.0,CE12296 WBGene00000474 locus:cey-3 status:Confirmed TR:P91398 protein_id:AAB37828.1,M01E11.5,WBGene00000474,Sequence name for WBGene00000474(cey-3). History: N.A.
F07C4.7,8.0,5.0,CE09206 WBGene00017201 locus:grsp-4 status:Confirmed TR:P91207 protein_id:AAG24037.1,F07C4.7,WBGene00017201,Sequence name for WBGene00017201(grsp-4). History: N.A.
C46F11.2a,16.0,10.0,CE17558 WBGene00008117 pyridine nucleotide-disulphide oxidoreductases class-I status:Confirmed TR:Q93379 protein_id:CAB03763.1,C46F11.2a,WBGene00008117,Molecule name for WBGene00008117(gsr-1). History: N.A.
Y39G8B.1b,16.0,10.0,CE24243 WBGene00012722 status:Partially_confirmed TR:Q9U2J6 protein_id:CAB60335.1,Y39G8B.1b,WBGene00012722,Molecule name for WBGene00012722(Y39G8B.1). History: N.A.
T01C3.7,29.0,18.0,CE12920 WBGene00001423 locus:fib-1 fibrillarin status:Confirmed SW:Q22053 protein_id:CAB01657.1,T01C3.7,WBGene00001423,Sequence name for WBGene00001423(fib-1). History: N.A.
C34C12.8,13.0,8.0,CE03057 WBGene00007927 GRPE protein status:Confirmed SW:Q18421 protein_id:CAA87101.1,C34C12.8,WBGene00007927,Public name for WBGene00007927. History: N.A.
C26D10.2b,13.0,8.0,CE32593 WBGene00001840 locus:hel-1 status:Confirmed TR:Q86GC6 protein_id:CAD57690.1,C26D10.2b,WBGene00001840,Molecule name for WBGene00001840(hel-1). History: N.A.
Y55F3AR.3,18.0,11.0,CE35110 WBGene00021934 status:Partially_confirmed SW:Q9N358 protein_id:AAF60806.2,Y55F3AR.3,WBGene00021934,Sequence name for WBGene00021934(cct-8). History: N.A.
Y22D7AL.5,105.0,64.0,CE27244 WBGene00002025 locus:hsp-60 status:Confirmed SW:P50140 protein_id:AAK84594.1,Y22D7AL.5,WBGene00002025,Sequence name for WBGene00002025(hsp-60). History: N.A.
T20H4.3b,23.0,14.0,CE37410 WBGene00004189 locus:prs-1 status:Confirmed TR:Q65ZK5 protein_id:AAU20840.1,T20H4.3b,WBGene00004189,Molecule name for WBGene00004189(pars-1). History: Renamed on 2010-01-29
F42A6.7b,56.0,34.0,CE31510 WBGene00001999 locus:hrp-1 status:Confirmed SW:Q22037 protein_id:AAL02515.2,F42A6.7b,WBGene00001999,Molecule name for WBGene00001999(hrpa-1). History: Renamed on 2019-11-21
R03G5.1c,263.0,159.0,CE33154 WBGene00001169 locus:eft-4 status:Confirmed TR:Q86NF3 protein_id:AAO21383.1,,,
D1053.1,5.0,3.0,CE03099 WBGene00001790 locus:gst-42 glutathione S-transferase status:Confirmed SW:Q18938 protein_id:CAA91449.1,D1053.1,WBGene00001790,Sequence name for WBGene00001790(gst-42). History: N.A.
Y39G10AR.14,5.0,3.0,CE21767 WBGene00003156 locus:mcm-4 status:Confirmed TR:Q95XQ8 protein_id:AAK39605.1,Y39G10AR.14,WBGene00003156,Sequence name for WBGene00003156(mcm-4). History: Renamed on 2015-03-03; Renamed on 2015-03-03
F55H2.2,10.0,6.0,CE00209 WBGene00010130 locus:vha-14 Membrane-associated atpase gamma chain status:Confirmed SW:P34462 protein_id:CAA81600.1,F55H2.2,WBGene00010130,Sequence name for WBGene00010130(vha-14). History: N.A.
H15N14.2a,5.0,3.0,CE19925 WBGene00003818 locus:nsf-1 vesicular-fusion protein NSF status:Confirmed SW:Q94392 protein_id:CAB01976.1,H15N14.2a,WBGene00003818,Molecule name for WBGene00003818(nsf-1). History: N.A.
C29F7.3,10.0,6.0,CE08444 WBGene00007812 uridylate kinase status:Confirmed TR:O17622 protein_id:CAB07328.1,C29F7.3,WBGene00007812,Public name for WBGene00007812. History: N.A.
C34G6.2,45.0,27.0,CE08574 WBGene00016419 locus:tyr-4 status:Confirmed TR:O01497 protein_id:AAB52481.1,C34G6.2,WBGene00016419,Sequence name for WBGene00016419(tyr-4). History: N.A.
R11E3.8,5.0,3.0,CE29985 WBGene00001058 locus:dpf-5 status:Partially_confirmed TR:Q9TYX1 protein_id:AAK39270.2,R11E3.8,WBGene00001058,Sequence name for WBGene00001058(dpf-5). History: N.A.
R05H10.5,5.0,3.0,CE18107 WBGene00011045 Glutathione peroxidases status:Confirmed SW:O62327 protein_id:CAB05581.1,R05H10.5,WBGene00011045,Sequence name for WBGene00011045(gpx-2). History: N.A.
Y69H2.3b,5.0,3.0,CE32544 WBGene00013481 status:Confirmed TR:Q9U1T5 protein_id:CAB54473.2,Y69H2.3b,WBGene00013481,Molecule name for WBGene00013481(Y69H2.3). History: N.A.
T14F9.1,30.0,18.0,CE07497 WBGene00020507 locus:vha-15 ATPase subunit status:Confirmed SW:Q22494 protein_id:AAA91266.1,T14F9.1,WBGene00020507,Sequence name for WBGene00020507(vha-15). History: Renamed on 2005-03-17
F59B8.2,76.0,45.0,CE03436 WBGene00010317 isocitrate dehydrogenase status:Confirmed TR:Q21032 protein_id:CAA92778.1,F59B8.2,WBGene00010317,Sequence name for WBGene00010317(idh-1). History: N.A.
T21C12.2,39.0,23.0,CE02347 WBGene00001993 locus:hpd-1 4-hydroxyphenylpyruvate dioxygenase status:Confirmed SW:Q22633 protein_id:CAA90315.1,T21C12.2,WBGene00001993,Sequence name for WBGene00001993(hpd-1). History: N.A.
K10C2.4,12.0,7.0,CE04750 WBGene00019620 fumarylacetoacetase status:Confirmed TR:Q94272 protein_id:AAK39259.1,K10C2.4,WBGene00019620,Sequence name for WBGene00019620(fah-1). History: Renamed on 2005-03-17
F01F1.6,36.0,21.0,CE39486 WBGene00000115 locus:alh-9 Aldehyde dehydrogenase status:Confirmed SW:P46562 protein_id:AAC46640.2,F01F1.6,WBGene00000115,Sequence name for WBGene00000115(alh-9). History: N.A.
C44B12.5,110.0,63.0,CE16921 WBGene00016638 status:Partially_confirmed TR:O44144 protein_id:AAB88328.1,C44B12.5,WBGene00016638,Sequence name for WBGene00016638(perm-4). History: N.A.
F25D1.1a,7.0,4.0,CE05722 WBGene00006460 locus:tag-93 protein phosphatase status:Confirmed TR:Q19775 protein_id:CAA98265.1,F25D1.1a,WBGene00006460,Molecule name for WBGene00006460(ppm-1.A). History: Renamed on 2011-06-10; Renamed on 2018-05-24
C07G2.3b,7.0,4.0,CE29569 WBGene00000380 locus:cct-5 status:Confirmed TR:Q8WQG4 protein_id:CAD01079.1,,,
Y105E8B.1d,7.0,4.0,CE29060 WBGene00002978 locus:lev-11 status:Partially_confirmed SW:Q22866 protein_id:CAC70112.1,Y105E8B.1d,WBGene00002978,Molecule name for WBGene00002978(lev-11). History: N.A.
F07A11.2a,7.0,4.0,CE03144 WBGene00008546 glucosamine-fructose-6-phosphate aminotransferase status:Confirmed TR:Q19130 protein_id:CAA91315.1,F07A11.2a,WBGene00008546,Molecule name for WBGene00008546(gfat-1). History: N.A.
F57B10.3a,23.0,13.0,CE11302 WBGene00019001 phosphoglycerate mutase status:Confirmed TR:O44742 protein_id:AAB96720.1,F57B10.3a,WBGene00019001,Molecule name for WBGene00019001(ipgm-1). History: N.A.
C37C3.6b,23.0,13.0,CE17536 WBGene00016498 locus:ppn-1 protease inhibitor status:Partially_confirmed SW:O76840 protein_id:AAC25868.1,C37C3.6b,WBGene00003242,Molecule name for WBGene00003242(mig-6). History: N.A.
E04A4.7,25.0,14.0,CE16968 WBGene00017121 locus:cyc-2.1 cytochrome C status:Confirmed SW:P19974 protein_id:AAB92035.1,E04A4.7,WBGene00017121,Sequence name for WBGene00017121(cyc-2.1). History: N.A.
F21D5.1,9.0,5.0,CE03244 WBGene00009006 phosphoacetylglucosamine mutase status:Confirmed TR:Q19680 protein_id:CAA91032.1,F21D5.1,WBGene00009006,Public name for WBGene00009006. History: N.A.
Y53F4B.31,9.0,5.0,CE22418 WBGene00001776 locus:gst-28 glutathione S-transferase status:Confirmed TR:Q9NAB2 protein_id:CAB61105.1,Y53F4B.31,WBGene00001776,Sequence name for WBGene00001776(gst-28). History: N.A.
K06B9.2,9.0,5.0,CE40859 WBGene00019439 status:Predicted TR:A4UVJ9 protein_id:ABP49527.1,K06B9.2,WBGene00019439,Public name for WBGene00019439. History: N.A.
C07A12.4c,67.0,37.0,CE40737 WBGene00003963 locus:pdi-2 status:Confirmed TR:A3RMS2 protein_id:ABO16445.1,,,
M02F4.7,31.0,17.0,CE04768 WBGene00019738 status:Confirmed TR:Q21471 protein_id:AAA83203.1,M02F4.7,WBGene00019738,Sequence name for WBGene00019738(clec-265). History: N.A.
C07A12.4a,84.0,46.0,CE03972 WBGene00003963 locus:pdi-2 protein disulfide isomerase status:Confirmed SW:Q17770 protein_id:AAK39152.1,,,
R05F9.10,22.0,12.0,CE04813 WBGene00019893 locus:sgt-1 TPR domain repeats status:Confirmed TR:Q21746 protein_id:AAA83170.1,R05F9.10,WBGene00019893,Sequence name for WBGene00019893(sgt-1). History: N.A.
Y17G7B.5a,22.0,12.0,CE19038 WBGene00003154 locus:mcm-2 MCM2\/3\/5 family status:Partially_confirmed TR:Q9XXI9 protein_id:CAA19452.1,Y17G7B.5a,WBGene00003154,Molecule name for WBGene00003154(mcm-2). History: N.A.
R09E12.3,13.0,7.0,CE12646 WBGene00019983 status:Confirmed TR:O16259 protein_id:AAG24172.1,R09E12.3,WBGene00019983,Sequence name for WBGene00019983(sti-1). History: N.A.
F32H2.5,13.0,7.0,CE09880 WBGene00009342 locus:fasn-1 fatty acid synthase status:Partially_confirmed TR:P91871 protein_id:CAB04244.1,F32H2.5,WBGene00009342,Sequence name for WBGene00009342(fasn-1). History: Renamed on 2015-03-06
ZK154.3,73.0,39.0,CE15257 WBGene00003171 locus:mec-7 beta tubulin status:Partially_confirmed SW:P12456 protein_id:AAB09092.1,ZK154.3,WBGene00003171,Sequence name for WBGene00003171(mec-7). History: N.A.
C55B7.4a,157.0,82.0,CE09015 WBGene00016943 locus:acdh-1 acyl-CoA dehydrogenase status:Confirmed TR:Q966M3 protein_id:AAK68275.1,C55B7.4a,WBGene00016943,Molecule name for WBGene00016943(acdh-1). History: Renamed on 2004-08-25
F32B5.8,23.0,12.0,CE36646 WBGene00000788 locus:cpz-1 cysteine proteinase status:Confirmed TR:O01850 protein_id:AAB54210.2,F32B5.8,WBGene00000788,Sequence name for WBGene00000788(cpz-1). History: N.A.
Y49A3A.5,27.0,14.0,CE22213 WBGene00000877 locus:cyn-1 Peptidyl-prolyl cis-trans isomerase status:Confirmed SW:P52009 protein_id:CAA22075.1,Y49A3A.5,WBGene00000877,Sequence name for WBGene00000877(cyn-1). History: N.A.
Y22D7AL.10,31.0,16.0,CE27242 WBGene00021248 status:Confirmed TR:Q965Q1 protein_id:AAK84584.1,Y22D7AL.10,WBGene00021248,Public name for WBGene00021248. History: N.A.
F42A6.7d,105.0,53.0,CE39251 WBGene00001999 locus:hrp-1 status:Confirmed TR:Q336L4 protein_id:ABB51186.1,F42A6.7d,WBGene00001999,Molecule name for WBGene00001999(hrpa-1). History: Renamed on 2019-11-21
C07A12.4b,78.0,39.0,CE31878 WBGene00003963 locus:pdi-2 status:Confirmed TR:Q8IG53 protein_id:AAN39682.1,,,
Y40B1B.5,4.0,2.0,CE20239 WBGene00012738 status:Confirmed TR:Q9XWP7 protein_id:CAA21603.1,Y40B1B.5,WBGene00012738,Sequence name for WBGene00012738(eif-3.J). History: N.A.
K07H8.10,14.0,7.0,CE18030 WBGene00019510 RNA-binding protein status:Confirmed TR:O45181 protein_id:AAC04430.1,K07H8.10,WBGene00019510,Sequence name for WBGene00019510(nucl-1). History: N.A.
F29B9.6,10.0,5.0,CE09784 WBGene00006706 locus:ubc-9 ubiquitin-conjugating enzyme status:Confirmed SW:Q95017 protein_id:AAK67232.1,F29B9.6,WBGene00006706,Sequence name for WBGene00006706(ubc-9). History: N.A.
R03G5.1d,372.0,186.0,CE33155 WBGene00001169 locus:eft-4 status:Confirmed TR:Q86NF5 protein_id:AAO21384.1,,,
R151.9,8.0,4.0,CE00827 WBGene00020112 locus:pfd-5 status:Confirmed SW:Q21993 protein_id:AAK29855.1,R151.9,WBGene00020112,Sequence name for WBGene00020112(pfd-5). History: N.A.
W07B8.5,4.0,2.0,CE14682 WBGene00000785 locus:cpr-5 thiol protease status:Confirmed SW:P43509 protein_id:AAB65346.1,W07B8.5,WBGene00000785,Sequence name for WBGene00000785(cpr-5). History: N.A.
C47B2.4,6.0,3.0,CE17564 WBGene00003948 locus:pbs-2 Proteasome A-type and B-type status:Confirmed TR:O62102 protein_id:CAB16855.1,C47B2.4,WBGene00003948,Sequence name for WBGene00003948(pbs-2). History: N.A.
C03C10.3,8.0,4.0,CE00874 WBGene00004392 locus:rnr-2 Ribonuclease-diphosphate reductase M2 status:Confirmed SW:P42170 protein_id:CAA84688.1,C03C10.3,WBGene00004392,Sequence name for WBGene00004392(rnr-2). History: N.A.
R12C12.1a,8.0,4.0,CE02846 WBGene00020022 Glycine dehydrogenase status:Confirmed TR:Q21962 protein_id:AAC46780.1,R12C12.1a,WBGene00020022,Molecule name for WBGene00020022(gldc-1). History: N.A.
T22D1.3a,6.0,3.0,CE30188 WBGene00020682 inosine monophosphate dehydrogenase status:Confirmed TR:Q9GZH3 protein_id:AAF98635.2,T22D1.3a,WBGene00020682,Molecule name for WBGene00020682(T22D1.3). History: N.A.
VW02B12L.3,6.0,3.0,CE18982 WBGene00012156 locus:ebp-2 status:Confirmed TR:Q9XXA2 protein_id:CAA20332.1,VW02B12L.3,WBGene00012156,Sequence name for WBGene00012156(ebp-2). History: N.A.
ZC412.3,8.0,4.0,CE15215 WBGene00013884 status:Confirmed SW:Q23307 protein_id:CAB01530.1,ZC412.3,WBGene00013884,Public name for WBGene00013884. History: N.A.
F40F4.4a,4.0,2.0,CE30130 WBGene00002255 locus:lbp-3 status:Confirmed SW:Q20222 protein_id:AAA81433.2,F40F4.4a,WBGene00002255,Molecule name for WBGene00002255(lbp-3). History: N.A.
F46A9.5,4.0,2.0,CE10580 WBGene00004807 locus:skr-1 cyclin A\/CDK2-associated protein P19 like status:Confirmed TR:Q93647 protein_id:CAB03110.1,F46A9.5,WBGene00004807,Sequence name for WBGene00004807(skr-1). History: N.A.
C30C11.2,6.0,3.0,CE00101 WBGene00004460 locus:rpn-3 Diphenol oxidase A2 status:Confirmed SW:Q04908 protein_id:AAA27966.1,C30C11.2,WBGene00004460,Sequence name for WBGene00004460(rpn-3). History: N.A.
Y73B6BL.33,8.0,4.0,CE30324 WBGene00022253 status:Confirmed TR:Q8MXR2 protein_id:AAM44389.1,Y73B6BL.33,WBGene00022253,Sequence name for WBGene00022253(hrpf-2). History: N.A.
C25B8.3a,8.0,4.0,CE04078 WBGene00000786 locus:cpr-6 status:Confirmed SW:P43510 protein_id:AAK39189.1,,,
D2089.1a,6.0,3.0,CE03111 WBGene00004704 locus:rsp-7 RNA binding protein status:Confirmed SW:O01159 protein_id:CAA90135.2,D2089.1a,WBGene00004704,Molecule name for WBGene00004704(rsp-7). History: N.A.
C36A4.9a,6.0,3.0,CE03076 WBGene00007969 acetyl-coenzyme A synthetase status:Confirmed TR:Q18496 protein_id:CAA91274.1,C36A4.9a,WBGene00007969,Molecule name for WBGene00007969(acs-19). History: N.A.
C23G10.2a,33.0,16.0,CE37747 WBGene00016011 status:Confirmed SW:Q10121 protein_id:AAV58883.1,C23G10.2a,WBGene00016011,Molecule name for WBGene00016011(C23G10.2). History: N.A.
Y66H1B.2c,17.0,8.0,CE39058 WBGene00022048 status:Partially_confirmed TR:Q3V5H2 protein_id:ABA00151.1,Y66H1B.2c,WBGene00022048,Molecule name for WBGene00022048(fln-1). History: N.A.
T28C6.1,34.0,16.0,CE35630 WBGene00012118 locus:grsp-2 status:Confirmed TR:Q22843 protein_id:CAA90992.2,T28C6.1,WBGene00012118,Sequence name for WBGene00012118(grsp-2). History: N.A.
B0250.5,15.0,7.0,CE18481 WBGene00007122 3-HYDROXYISOBUTYRATE DEHYDROGENASE PRECURSOR (EC 1.1.1.31) (HIBADH) (FRAGMENT) status:Confirmed SW:Q9XTI0 protein_id:CAA21003.1,B0250.5,WBGene00007122,Public name for WBGene00007122. History: N.A.
Y73B6BL.6b,28.0,13.0,CE38662 WBGene00022235 locus:sqd-1 status:Confirmed TR:Q4W5P0 protein_id:AAY43984.1,Y73B6BL.6b,WBGene00022235,Molecule name for WBGene00022235(sqd-1). History: N.A.
Y73B6BL.6a,28.0,13.0,CE29008 WBGene00022235 locus:sqd-1 status:Confirmed TR:Q8MXR6 protein_id:AAM44397.1,Y73B6BL.6a,WBGene00022235,Molecule name for WBGene00022235(sqd-1). History: N.A.
K01C8.10,26.0,12.0,CE02262 WBGene00000379 locus:cct-4 T-complex protein status:Confirmed SW:P47208 protein_id:CAA88861.1,K01C8.10,WBGene00000379,Sequence name for WBGene00000379(cct-4). History: N.A.
B0464.1,26.0,12.0,CE00015 WBGene00001094 locus:drs-1 Aspartyl-tRNA synthetase status:Confirmed SW:Q03577 protein_id:CAA79536.1,B0464.1,WBGene00001094,Sequence name for WBGene00001094(dars-1). History: Renamed on 2010-01-29
F43E2.8,46.0,21.0,CE07244 WBGene00002008 locus:hsp-4 heat shock protein status:Partially_confirmed SW:P20163 protein_id:AAC71123.1,F43E2.8,WBGene00002008,Sequence name for WBGene00002008(hsp-4). History: N.A.
K04D7.1,11.0,5.0,CE06090 WBGene00010556 locus:rack-1 guanine nucleotide-binding protein status:Confirmed SW:Q21215 protein_id:CAA93514.1,K04D7.1,WBGene00010556,Sequence name for WBGene00010556(rack-1). History: N.A.
F09E10.3,29.0,13.0,CE30939 WBGene00000988 locus:dhs-25 short-chain alcohol dehydrogenase status:Confirmed TR:Q19246 protein_id:AAB52488.2,F09E10.3,WBGene00000988,Sequence name for WBGene00000988(dhs-25). History: N.A.
ZK1127.9a,9.0,4.0,CE28172 WBGene00022855 status:Partially_confirmed TR:Q95PX7 protein_id:AAK68614.1,ZK1127.9a,WBGene00022855,Molecule name for WBGene00022855(tcer-1). History: Renamed on 2017-10-09
M28.5,16.0,7.0,CE02283 WBGene00010896 ribosomal protein (L7AE family) status:Confirmed SW:Q21568 protein_id:CAA90127.1,M28.5,WBGene00010896,Sequence name for WBGene00010896(snu-13). History: Renamed on 2005-03-17
W06H3.3,14.0,6.0,CE29830 WBGene00012316 CTP SYNTHASE (EC 6.3.4.2) (UTP--AMMONIA LIGASE) (CTP SYNTHETASE) status:Predicted TR:Q9XXN1 protein_id:CAD21649.1,W06H3.3,WBGene00012316,Sequence name for WBGene00012316(ctps-1). History: N.A.
Y39E4B.1,7.0,3.0,CE21713 WBGene00012714 locus:abce-1 status:Partially_confirmed TR:Q9U2K8 protein_id:CAB54424.1,Y39E4B.1,WBGene00012714,Sequence name for WBGene00012714(abce-1). History: N.A.
T07D3.7a,7.0,3.0,CE32063 WBGene00000106 locus:alg-2 status:Partially_confirmed TR:O16720 protein_id:AAB66187.2,T07D3.7a,WBGene00000106,Molecule name for WBGene00000106(alg-2). History: N.A.
K07A1.12,7.0,3.0,CE16234 WBGene00003036 locus:lin-53 chromatin assembly factor 1 P55 subunit like status:Confirmed SW:P90916 protein_id:CAA19477.1,K07A1.12,WBGene00003036,Sequence name for WBGene00003036(lin-53). History: N.A.
R01B10.1a,7.0,3.0,CE25962 WBGene00000534 locus:cpi-2 status:Confirmed TR:O61973 protein_id:AAC17767.1,R01B10.1a,WBGene00000534,Molecule name for WBGene00000534(cpi-2). History: Renamed on 2006-01-04
F10G7.2,24.0,10.0,CE02626 WBGene00006626 locus:tsn-1 human 100 kDa activator protein status:Partially_confirmed TR:Q19328 protein_id:AAA81130.1,F10G7.2,WBGene00006626,Sequence name for WBGene00006626(tsn-1). History: N.A.
C05G5.4,34.0,14.0,CE05227 WBGene00007350 succinyl-CoA synthetase status:Confirmed SW:P53596 protein_id:CAA94107.1,C05G5.4,WBGene00007350,Sequence name for WBGene00007350(sucl-1). History: N.A.
Y37D8A.19,5.0,2.0,CE20223 WBGene00012557 status:Confirmed TR:Q9XWU9 protein_id:CAA21542.1,Y37D8A.19,WBGene00012557,Public name for WBGene00012557. History: N.A.
K11D12.13,15.0,6.0,CE38853 WBGene00044535 status:Confirmed TR:Q4R127 protein_id:AAY86265.1,K11D12.13,WBGene00044535,Public name for WBGene00044535. History: N.A.
R05F9.12,5.0,2.0,"CE31976 WBGene00019895 glycosyl hydralase, sucrase-isomaltase status:Confirmed TR:Q21750 protein_id:AAA83174.3",R05F9.12,WBGene00019895,Sequence name for WBGene00019895(aagr-2). History: N.A.
T08B2.9a,5.0,2.0,CE13435 WBGene00001497 locus:frs-1 phenylalanyl-tRNA synthetase status:Confirmed TR:Q9GYS8 protein_id:AAG00015.1,T08B2.9a,WBGene00001497,Molecule name for WBGene00001497(fars-1). History: Renamed on 2010-01-29; Renamed on 2015-03-04
F09E5.3,10.0,4.0,CE02610 WBGene00017283 Deoxyribose-phosphate aldolase status:Confirmed SW:Q19264 protein_id:AAA79343.1,F09E5.3,WBGene00017283,Public name for WBGene00017283. History: N.A.
Y46G5A.31,5.0,2.0,CE24302 WBGene00001793 locus:gsy-1 status:Confirmed SW:Q9U2D9 protein_id:CAB60373.1,Y46G5A.31,WBGene00001793,Sequence name for WBGene00001793(gsy-1). History: N.A.
C17G1.7,18.0,7.0,CE39223 WBGene00007653 cysteine synthase status:Confirmed TR:Q93244 protein_id:CAB01676.2,C17G1.7,WBGene00007653,Sequence name for WBGene00007653(cysl-1). History: N.A.
Y105C5B.28a,13.0,5.0,CE24078 WBGene00001604 locus:gln-3 status:Confirmed TR:Q9U307 protein_id:CAB60321.1,Y105C5B.28a,WBGene00001604,Molecule name for WBGene00001604(gln-3). History: N.A.
ZK863.6,8.0,3.0,CE15445 WBGene00001088 locus:dpy-30 DPY-30 protein status:Confirmed SW:Q10661 protein_id:CAB01452.1,ZK863.6,WBGene00001088,Sequence name for WBGene00001088(dpy-30). History: N.A.
F22B3.4,8.0,3.0,CE03255 WBGene00009035 glucosamine-fructose-6-phosphate aminotransferase status:Partially_confirmed TR:Q19699 protein_id:CAA92735.1,F22B3.4,WBGene00009035,Sequence name for WBGene00009035(gfat-2). History: N.A.
