gene_id,class,description,hrde-1 input,wago-1 input,HRDE-1 IP,WAGO-1 IP,HRDE-1 IP/input,WAGO-1 IP/input,IP Enrichment,Input,Suggested Match,History
F59D12.2,wago,,8.28,10.12,11.52,16.49,1.39,1.63,HRDE-1/WAGO-1,F59D12.2,WBGene00010330,Public name for WBGene00010330. History: N.A.
T01B6.3,wago,aakg-4,13.18,15.6,18.32,25.27,1.39,1.62,HRDE-1/WAGO-1,T01B6.3,WBGene00020135,Sequence name for WBGene00020135(aakg-4). History: N.A.
K03D3.13,wago,,2109.27,2750.48,2939.28,4430.2,1.39,1.61,HRDE-1/WAGO-1,K03D3.13,WBGene00044670,Sequence name for WBGene00044670(rac-3). History: N.A.
F07B7.6,wago,,573.92,741.36,796.6,1165.85,1.39,1.57,HRDE-1/WAGO-1,F07B7.6,,Sequence name for Suppressed gene WBGene00017187. Molecular name for Suppressed gene WBGene00017187. Public name for Suppressed gene WBGene00017187. History of WBGene00017187: Suppressed on 2006-12-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K01A11.3,wago,,249.01,326.93,346.09,502.37,1.39,1.54,HRDE-1/WAGO-1,K01A11.3,WBGene00010451,Public name for WBGene00010451. History: N.A.
C46G7.3,wago,,265.41,345.01,368.12,488.59,1.39,1.42,HRDE-1/WAGO-1,C46G7.3,,Sequence name for Suppressed gene WBGene00016723. Molecular name for Suppressed gene WBGene00016723. Public name for Suppressed gene WBGene00016723. History of WBGene00016723: Killed on 2012-07-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F58H7.6,wago,,1100.61,1413.92,1533.57,1885.83,1.39,1.33,HRDE-1/WAGO-1,F58H7.6,,Sequence name for Suppressed gene WBGene00019071. Molecular name for Suppressed gene WBGene00019071. Public name for Suppressed gene WBGene00019071. History of WBGene00019071: Suppressed on 2005-12-12. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y102A5D.1,wago,,1457.73,1806.91,2029.29,2111.05,1.39,1.17,HRDE-1,Y102A5D.1,,Sequence name for Suppressed gene WBGene00013630. Molecular name for Suppressed gene WBGene00013630. Public name for Suppressed gene WBGene00013630. History of WBGene00013630: Killed on 2011-05-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K10F12.6,wago,,377.88,456.12,524.17,512.13,1.39,1.12,HRDE-1,K10F12.6,WBGene00019638,Public name for WBGene00019638. History: N.A.
C14A6.2,wago,,43.98,53.62,61.27,58.47,1.39,1.09,HRDE-1,C14A6.2,WBGene00206536,"Public name for Dead gene WBGene00007566. History of WBGene00007566: Merged into ""WBGene00206536"" on 2012-07-16"
F57G4.6,wago,,44.19,61.38,61.57,62.49,1.39,1.02,HRDE-1,F57G4.6,,Sequence name for Suppressed gene WBGene00010211. Molecular name for Suppressed gene WBGene00010211. Public name for Suppressed gene WBGene00010211. History of WBGene00010211: Killed on 2008-07-18; Suppressed on 2012-11-18. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZK355.2,wago,,25.95,30.25,36.03,29.47,1.39,0.97,HRDE-1,ZK355.2,WBGene00022712,Public name for WBGene00022712. History: N.A.
W02B12.1,wago,,83.44,97.72,116.24,77.2,1.39,0.79,HRDE-1,W02B12.1,WBGene00012201,Public name for WBGene00012201. History: N.A.
C09E7.5,wago,,122.14,145.9,170.19,29.23,1.39,0.2,HRDE-1,C09E7.5,WBGene00015639,Public name for WBGene00015639. History: N.A.
T04D1.2,wago,,211.37,247.01,292.9,50.05,1.39,0.2,HRDE-1,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
Y54E10A.2,csr,cogc-1,32.74,38.62,45.3,83.72,1.38,2.17,HRDE-1/WAGO-1,Y54E10A.2,WBGene00003258,"Sequence name for WBGene00003258(cogc-1). History: Renamed on 2006-01-16; Merged into ""WBGene00002755"" on 2015-03-05; Renamed on 2015-03-05. Public name for Dead gene WBGene00021825. History of WBGene00021825: Merged into ""WBGene00003258"" on 2006-01-16"
K06C4.15,wago,,424.0,545.79,585.81,864.08,1.38,1.58,HRDE-1/WAGO-1,K06C4.15,,Sequence name for Suppressed gene WBGene00019447. Molecular name for Suppressed gene WBGene00019447. Public name for Suppressed gene WBGene00019447. History of WBGene00019447: Killed on 2007-11-09; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y69A2AL.2,wago,,44.3,55.57,61.16,78.58,1.38,1.41,HRDE-1/WAGO-1,Y69A2AL.2,WBGene00044468,Public name for WBGene00044468. History: N.A.
F59H6.14,wago,,607.78,737.52,840.74,982.42,1.38,1.33,HRDE-1/WAGO-1,F59H6.14,WBGene00206415,Public name for WBGene00206415. History: N.A.
Y43F4A.1,wago,,56.01,68.77,77.08,89.52,1.38,1.3,HRDE-1/WAGO-1,Y43F4A.1,WBGene00012796,Public name for WBGene00012796. History: N.A.
Y71G12A.4,wago,,15.49,19.7,21.44,21.92,1.38,1.11,HRDE-1,Y71G12A.4,WBGene00022140,Public name for WBGene00022140. History: N.A.
C46C2.3,wago,,437.98,521.46,603.92,561.82,1.38,1.08,HRDE-1,C46C2.3,WBGene00008111,Public name for WBGene00008111. History: N.A.
Y41D4B.27,wago,nhr-146,61.43,69.11,84.97,69.53,1.38,1.01,HRDE-1,Y41D4B.27,WBGene00045255,Sequence name for WBGene00045255(nhr-146). History: N.A.
Y105E8A.12,wago,catp-1,78.94,85.88,108.58,82.05,1.38,0.96,HRDE-1,Y105E8A.12,WBGene00013672,Sequence name for WBGene00013672(catp-1). History: N.A.
Y102A5C.8,wago,,61.44,75.87,85.07,69.75,1.38,0.92,HRDE-1,Y102A5C.8,WBGene00013615,Sequence name for WBGene00013615(fbxa-110). History: N.A.
K06C4.10,wago,his-18,11.98,15.51,16.49,12.81,1.38,0.83,HRDE-1,K06C4.10,WBGene00001892,Sequence name for WBGene00001892(his-18). History: N.A.
M01D7.7,wago,egl-30,135.5,170.06,186.38,125.59,1.38,0.74,HRDE-1,M01D7.7,WBGene00001196,"Sequence name for WBGene00001196(egl-30). History: Split into C53H9.4(WBGene00303070). History of WBGene00001196: Split into ""WBGene00303070"" on 2018-03-02"
Y6D1A.2,wago,,231.18,276.95,319.59,201.81,1.38,0.73,HRDE-1,Y6D1A.2,WBGene00012396,Public name for WBGene00012396. History: N.A.
Y23H5A.4,wago,,49.35,54.76,68.3,23.6,1.38,0.43,HRDE-1,Y23H5A.4,WBGene00021271,Sequence name for WBGene00021271(spe-47). History: N.A.
Y48A6A.1,wago,zig-5,479.61,567.85,662.86,215.93,1.38,0.38,HRDE-1,Y48A6A.1,WBGene00006982,Sequence name for WBGene00006982(zig-5). History: N.A.
F42G8.4,wago,pmk-3,282.57,320.99,389.7,101.39,1.38,0.32,HRDE-1,F42G8.4,WBGene00004057,Sequence name for WBGene00004057(pmk-3). History: N.A.
C05H8.1,wago,ckk-1,162.08,184.5,224.45,42.41,1.38,0.23,HRDE-1,C05H8.1,WBGene00000518,Sequence name for WBGene00000518(ckk-1). History: N.A.
Y54G2A.22,wago,fbxc-45,20.91,28.47,28.73,82.43,1.37,2.89,HRDE-1/WAGO-1,Y54G2A.22,WBGene00021887,Sequence name for WBGene00021887(fbxc-45). History: N.A.
T08H10.4,wago,,14.27,16.63,19.49,41.16,1.37,2.47,HRDE-1/WAGO-1,T08H10.4,WBGene00020371,Sequence name for WBGene00020371(oac-60). History: N.A.
R09E10.7,wago,pqn-55,42.79,58.41,58.74,141.41,1.37,2.42,HRDE-1/WAGO-1,R09E10.7,WBGene00004140,Sequence name for WBGene00004140(ebax-1). History: Renamed on 2013-07-10
C24A1.3,wago,,26.71,32.6,36.57,73.93,1.37,2.27,HRDE-1/WAGO-1,C24A1.3,WBGene00016030,Sequence name for WBGene00016030(sel-15). History: N.A.
Y55D5A.2,wago,,25.99,34.1,35.7,67.56,1.37,1.98,HRDE-1/WAGO-1,Y55D5A.2,,Sequence name for Dead gene WBGene00021916. Public name for Dead gene WBGene00021916. History of WBGene00021916: Killed on 2020-10-19. Remark: [2020-10-19T15:27:38.82Z WBPerson51134] Gene Killed: no convincing evidence for this gene present
Y48G1A.6,wago,mbtr-1,68.27,81.81,93.75,156.75,1.37,1.92,HRDE-1/WAGO-1,Y48G1A.6,WBGene00021661,Sequence name for WBGene00021661(mbtr-1). History: N.A.
Y37H9A.4,wago,,11.52,16.41,15.74,28.67,1.37,1.75,HRDE-1/WAGO-1,Y37H9A.4,WBGene00014870,Public name for WBGene00014870. History: N.A.
Y71A12B.32,wago,,83.27,97.51,114.33,156.38,1.37,1.6,HRDE-1/WAGO-1,Y71A12B.32,,Sequence name for Suppressed gene WBGene00235150. Molecular name for Suppressed gene WBGene00235150. Public name for Suppressed gene WBGene00235150. History of WBGene00235150: Suppressed on 2013-04-15. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
M02B7.3,wago,osm-3,360.3,432.64,493.47,685.2,1.37,1.58,HRDE-1/WAGO-1,M02B7.3,WBGene00003884,Sequence name for WBGene00003884(osm-3). History: N.A.
C52E4.2,wago,mif-2,80.11,96.36,110.03,130.23,1.37,1.35,HRDE-1/WAGO-1,C52E4.2,WBGene00003235,Sequence name for WBGene00003235(mif-2). History: N.A.
R09H3.1,wago,,17.8,20.46,24.31,26.56,1.37,1.3,HRDE-1/WAGO-1,R09H3.1,,Sequence name for Suppressed gene WBGene00019990. Molecular name for Suppressed gene WBGene00019990. Public name for Suppressed gene WBGene00019990. History of WBGene00019990: Suppressed on 2012-09-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000589,wago,,12.61,14.82,17.3,17.46,1.37,1.18,HRDE-1,,,
Y69A2AL.1,wago,grd-16,32.7,40.75,44.83,43.01,1.37,1.06,HRDE-1,Y69A2AL.1,WBGene00001705,Sequence name for WBGene00001705(grd-16). History: N.A.
Y71G12B.28,wago,,26.14,30.91,35.72,28.82,1.37,0.93,HRDE-1,Y71G12B.28,WBGene00022163,Public name for WBGene00022163. History: N.A.
Y38H6C.11,wago,fbxa-150,363.78,440.33,499.88,386.05,1.37,0.88,HRDE-1,Y38H6C.11,WBGene00012624,Sequence name for WBGene00012624(fbxa-150). History: N.A.
C41A3.1,wago,,1156.91,1387.64,1579.74,1151.31,1.37,0.83,HRDE-1,C41A3.1,WBGene00016558,Sequence name for WBGene00016558(pks-1). History: N.A.
WBTransposon00000257,wago,,44.53,50.68,60.79,41.18,1.37,0.81,HRDE-1,,,
F30F8.4,wago,,508.08,597.34,693.61,431.5,1.37,0.72,HRDE-1,F30F8.4,,Sequence name for Suppressed gene WBGene00009273. Molecular name for Suppressed gene WBGene00009273. Public name for Suppressed gene WBGene00009273. History of WBGene00009273: Killed on 2005-11-21; Suppressed on 2012-11-21. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y59E1A.1,wago,fbxa-40,126.86,156.43,173.91,104.45,1.37,0.67,HRDE-1,Y59E1A.1,WBGene00021987,"Sequence name for WBGene00021987(fbxa-40). History: Split into Y59E1A.4(WBGene00304826). History of WBGene00021987: Split into ""WBGene00304826"" on 2019-07-25"
WBTransposon00000075,wago,,34.56,40.08,47.25,24.27,1.37,0.61,HRDE-1,,,
Y111B2A.13,wago,,74.76,89.32,102.7,21.72,1.37,0.24,HRDE-1,Y111B2A.13,WBGene00013736,Sequence name for WBGene00013736(gtf-2A2). History: N.A.
Y71G12B.4,wago,pghm-1,11.06,13.05,15.02,25.99,1.36,1.99,HRDE-1/WAGO-1,Y71G12B.4,WBGene00022144,Sequence name for WBGene00022144(pghm-1). History: N.A.
Y43F4A.3,wago,,245.52,321.85,332.91,617.16,1.36,1.92,HRDE-1/WAGO-1,Y43F4A.3,WBGene00012798,Public name for WBGene00012798. History: N.A.
Y71H2AM.25,wago,,11.46,11.65,15.59,20.27,1.36,1.74,HRDE-1/WAGO-1,Y71H2AM.25,WBGene00044760,Public name for WBGene00044760. History: N.A.
F45F2.6,wago,otpl-6,11.36,12.9,15.45,21.19,1.36,1.64,HRDE-1/WAGO-1,F45F2.6,WBGene00018479,Sequence name for WBGene00018479(otpl-6). History: N.A.
Y63D3A.3,wago,fbxb-101,15.68,19.03,21.28,28.57,1.36,1.5,HRDE-1/WAGO-1,Y63D3A.3,WBGene00013404,Sequence name for WBGene00013404(fbxb-101). History: N.A.
C16C8.21,wago,,122.0,160.31,165.73,239.32,1.36,1.49,HRDE-1/WAGO-1,C16C8.21,WBGene00195071,Public name for WBGene00195071. History: N.A.
Y116F11B.15,wago,,24.13,30.98,32.72,43.35,1.36,1.4,HRDE-1/WAGO-1,Y116F11B.15,WBGene00172013,Sequence name for WBGene00172013(21ur-11580). History: N.A.
Y61A9LA.9,wago,hpo-39,77.39,91.4,105.3,114.22,1.36,1.25,HRDE-1,Y61A9LA.9,WBGene00022020,Sequence name for WBGene00022020(hpo-39). History: N.A.
F22B3.3,wago,,9.2,9.86,12.56,12.13,1.36,1.23,HRDE-1,F22B3.3,,Sequence name for Suppressed gene WBGene00009034. Molecular name for Suppressed gene WBGene00009034. Public name for Suppressed gene WBGene00009034. History of WBGene00009034: Killed on 2005-11-21; Suppressed on 2012-11-21. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
W05F2.5,wago,fbxa-203,16.28,21.4,22.07,26.08,1.36,1.22,HRDE-1,W05F2.5,WBGene00021037,Sequence name for WBGene00021037(fbxa-203). History: N.A.
K10F12.5,wago,,66.13,78.07,90.07,93.33,1.36,1.2,HRDE-1,K10F12.5,,Sequence name for Suppressed gene WBGene00019637. Molecular name for Suppressed gene WBGene00019637. Public name for Suppressed gene WBGene00019637. History of WBGene00019637: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F07B7.8,wago,,77.99,96.77,105.88,107.55,1.36,1.11,HRDE-1,F07B7.8,WBGene00017189,"Public name for WBGene00017189. History: Split into F07B7.17(WBGene00271799). History of WBGene00017189: Split into ""WBGene00271799"" on 2017-09-21"
Y50D7A.7,wago,ads-1,466.4,547.59,633.78,498.96,1.36,0.91,HRDE-1,Y50D7A.7,WBGene00000081,Sequence name for WBGene00000081(ads-1). History: N.A.
F18E2.4,wago,srt-43,130.79,155.57,178.04,134.3,1.36,0.86,HRDE-1,F18E2.4,WBGene00008937,Sequence name for WBGene00008937(srt-43). History: N.A.
R04E5.9,wago,,541.26,661.69,736.35,524.31,1.36,0.79,HRDE-1,R04E5.9,WBGene00019872,Public name for WBGene00019872. History: N.A.
Y71A12B.18,wago,,579.75,690.33,788.13,526.92,1.36,0.76,HRDE-1,Y71A12B.18,WBGene00045077,Public name for WBGene00045077. History: N.A.
WBTransposon00000094,wago,,514.45,603.22,700.18,438.8,1.36,0.73,HRDE-1,,,
K10E9.2,wago,,490.25,578.55,667.21,415.31,1.36,0.72,HRDE-1,K10E9.2,,Sequence name for Suppressed gene WBGene00019635. Molecular name for Suppressed gene WBGene00019635. Public name for Suppressed gene WBGene00019635. History of WBGene00019635: Killed on 2005-11-22; Suppressed on 2012-11-22. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000095,wago,,493.65,581.84,671.51,419.19,1.36,0.72,HRDE-1,,,
F21D5.5,csr,,26.11,33.78,35.41,24.16,1.36,0.72,HRDE-1,F21D5.5,WBGene00009010,Public name for WBGene00009010. History: N.A.
Y39B6A.43,csr,,35.11,46.65,47.61,31.11,1.36,0.67,HRDE-1,Y39B6A.43,WBGene00012701,Public name for WBGene00012701. History: N.A.
Y37D8A.16,wago,,60.16,71.12,81.9,27.55,1.36,0.39,HRDE-1,Y37D8A.16,WBGene00012554,Public name for WBGene00012554. History: N.A.
F08A8.5,wago,,46.09,52.5,62.58,20.51,1.36,0.39,HRDE-1,F08A8.5,WBGene00008568,Public name for WBGene00008568. History: Renamed on 2016-09-16
T28F2.4,wago,jmjc-1,839.06,969.94,1142.26,324.42,1.36,0.33,HRDE-1,T28F2.4,WBGene00020902,Sequence name for WBGene00020902(jmjc-1). History: N.A.
Y16B4A.2,wago,,203.52,242.08,276.58,62.81,1.36,0.26,HRDE-1,Y16B4A.2,WBGene00012445,Public name for WBGene00012445. History: N.A.
F30A10.8,wago,stn-1,23.3,28.2,31.42,103.44,1.35,3.67,HRDE-1/WAGO-1,F30A10.8,WBGene00006062,Sequence name for WBGene00006062(stn-1). History: N.A.
Y39E4B.9,wago,bre-2,13.75,18.39,18.58,42.8,1.35,2.33,HRDE-1/WAGO-1,Y39E4B.9,WBGene00000267,Sequence name for WBGene00000267(bre-2). History: N.A.
T24H5.1,wago,,48.03,63.88,64.63,139.74,1.35,2.19,HRDE-1/WAGO-1,T24H5.1,,Sequence name for Suppressed gene WBGene00020780. Molecular name for Suppressed gene WBGene00020780. Public name for Suppressed gene WBGene00020780. History of WBGene00020780: Suppressed on 2006-12-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000438,wago,,159.51,192.49,215.19,350.22,1.35,1.82,HRDE-1/WAGO-1,,,
H28G03.4,wago,,159.56,192.51,215.27,350.16,1.35,1.82,HRDE-1/WAGO-1,H28G03.4,,Sequence name for Suppressed gene WBGene00019252. Molecular name for Suppressed gene WBGene00019252. Public name for Suppressed gene WBGene00019252. History of WBGene00019252: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C36A4.4,csr,,16.47,19.61,22.28,34.84,1.35,1.78,HRDE-1/WAGO-1,C36A4.4,WBGene00007965,Public name for WBGene00007965. History: N.A.
Y43F4B.9,wago,,57.12,70.62,76.91,107.85,1.35,1.53,HRDE-1/WAGO-1,Y43F4B.9,WBGene00012806,"Sequence name for WBGene00012806(dph-7). History: Split into ""WBGene00045284"" on 2007-02-20"
Y65B4BR.1,wago,,8.95,11.11,12.08,15.92,1.35,1.43,HRDE-1/WAGO-1,Y65B4BR.1,WBGene00022040,Public name for WBGene00022040. History: N.A.
F38E9.3,wago,,111.73,137.74,150.67,193.01,1.35,1.4,HRDE-1/WAGO-1,F38E9.3,,Sequence name for Suppressed gene WBGene00018185. Molecular name for Suppressed gene WBGene00018185. Public name for Suppressed gene WBGene00018185. History of WBGene00018185: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y7A5A.6,wago,,72.97,91.37,98.68,118.6,1.35,1.3,HRDE-1/WAGO-1,Y7A5A.6,WBGene00012412,"Public name for WBGene00012412. History: Split into Y7A5A.25(WBGene00304824). History of WBGene00012412: Split into ""WBGene00304824"" on 2019-07-25"
T01C8.1,csr,aak-2,9.37,13.82,12.66,17.28,1.35,1.25,HRDE-1,T01C8.1,WBGene00020142,Sequence name for WBGene00020142(aak-2). History: N.A.
WBTransposon00000216,wago,,4897.32,5979.06,6603.07,7387.46,1.35,1.24,HRDE-1,,,
K06C4.1,wago,,77.93,96.47,105.31,107.31,1.35,1.11,HRDE-1,K06C4.1,WBGene00019442,"Public name for WBGene00019442. History: Split into K06C4.27(WBGene00271800). History of WBGene00019442: Split into ""WBGene00271800"" on 2017-09-21"
Y39A3CL.6,wago,pvf-1,265.51,318.1,358.73,351.13,1.35,1.1,HRDE-1,Y39A3CL.6,WBGene00004249,Sequence name for WBGene00004249(pvf-1). History: N.A.
F43C11.6,wago,,27.66,29.7,37.23,30.44,1.35,1.03,HRDE-1,F43C11.6,WBGene00018383,Public name for WBGene00018383. History: N.A.
K09B11.4,wago,,196.18,225.53,265.59,228.75,1.35,1.01,HRDE-1,K09B11.4,WBGene00010711,Public name for WBGene00010711. History: N.A.
F15D4.8,wago,flp-16,161.35,188.3,218.41,187.32,1.35,0.99,HRDE-1,F15D4.8,WBGene00001459,Sequence name for WBGene00001459(flp-16). History: N.A.
T09A5.7,wago,,58.82,80.73,79.47,79.54,1.35,0.99,HRDE-1,T09A5.7,WBGene00011635,Sequence name for WBGene00011635(mdmh-35). History: N.A.
H16D19.5,wago,,36.93,44.93,49.82,37.25,1.35,0.83,HRDE-1,H16D19.5,WBGene00195253,Public name for WBGene00195253. History: N.A.
Y38H6C.6,wago,,493.97,580.27,668.58,421.35,1.35,0.73,HRDE-1,Y38H6C.6,,Sequence name for Suppressed gene WBGene00012619. Molecular name for Suppressed gene WBGene00012619. Public name for Suppressed gene WBGene00012619. History of WBGene00012619: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F30F8.10,wago,,521.95,610.93,705.26,444.81,1.35,0.73,HRDE-1,F30F8.10,WBGene00009277,Public name for WBGene00009277. History: N.A.
WBTransposon00000096,wago,,502.28,587.84,677.22,430.63,1.35,0.73,HRDE-1,,,
WBTransposon00000092,wago,,505.7,591.62,681.24,431.99,1.35,0.73,HRDE-1,,,
WBTransposon00000093,wago,,504.93,594.72,681.95,424.19,1.35,0.71,HRDE-1,,,
T24D8.1,wago,lgc-40,73.31,83.86,99.06,53.72,1.35,0.64,HRDE-1,T24D8.1,WBGene00020767,Sequence name for WBGene00020767(lgc-40). History: N.A.
